"","week","month","item_no","diff","type","total_sold"
"7527",43,10,"NMO300P4SH-AJR",-36.7626443042079,"Actual",0
"7528",43,10,"NMO300P4SH-AJR",-36.7626443042079,"Predicted",36.7626443042079
"7529",44,10,"NMO300P4SH-AJR",-36.7626443042079,"Actual",0
"7530",44,10,"NMO300P4SH-AJR",-36.7626443042079,"Predicted",36.7626443042079
"7531",45,11,"NMO300P4SH-AJR",-36.3600953680884,"Actual",0
"7532",45,11,"NMO300P4SH-AJR",-36.3600953680884,"Predicted",36.3600953680884
"7533",46,11,"NMO300P4SH-AJR",-36.3600953680884,"Actual",0
"7534",46,11,"NMO300P4SH-AJR",-36.3600953680884,"Predicted",36.3600953680884
"7535",47,11,"NMO300P4SH-AJR",-36.3600953680884,"Actual",0
"7536",47,11,"NMO300P4SH-AJR",-36.3600953680884,"Predicted",36.3600953680884
"7537",48,11,"NMO300P4SH-AJR",-36.3600953680884,"Actual",0
"7538",48,11,"NMO300P4SH-AJR",-36.3600953680884,"Predicted",36.3600953680884
"7539",49,12,"NMO300P4SH-AJR",-35.9619543207112,"Actual",0
"7540",49,12,"NMO300P4SH-AJR",-35.9619543207112,"Predicted",35.9619543207112
"7541",50,12,"NMO300P4SH-AJR",-35.9619543207112,"Actual",0
"7542",50,12,"NMO300P4SH-AJR",-35.9619543207112,"Predicted",35.9619543207112
"7543",51,12,"NMO300P4SH-AJR",-35.9619543207112,"Actual",0
"7544",51,12,"NMO300P4SH-AJR",-35.9619543207112,"Predicted",35.9619543207112
"7545",52,12,"NMO300P4SH-AJR",-35.9619543207112,"Actual",0
"7546",52,12,"NMO300P4SH-AJR",-35.9619543207112,"Predicted",35.9619543207112
"7547",1,1,"NMO300P4SH-AJR",-40.5921728919214,"Actual",0
"7548",1,1,"NMO300P4SH-AJR",-40.5921728919214,"Predicted",40.5921728919214
"7549",3,1,"NMU1500P1SH-AJR",-40.5921728919214,"Actual",0
"7550",3,1,"NMU1500P1SH-AJR",-40.5921728919214,"Predicted",40.5921728919214
"7551",4,1,"NMU1500P1SH-AJR",-40.5921728919214,"Actual",0
"7552",4,1,"NMU1500P1SH-AJR",-40.5921728919214,"Predicted",40.5921728919214
"7553",5,1,"NMU1500P1SH-AJR",153.99302150983,"Actual",200
"7554",5,1,"NMU1500P1SH-AJR",153.99302150983,"Predicted",46.0069784901699
"7555",6,2,"NMU1500P1SH-AJR",-44.4934371046126,"Actual",0
"7556",6,2,"NMU1500P1SH-AJR",-44.4934371046126,"Predicted",44.4934371046126
"7557",7,2,"NMU1500P1SH-AJR",-44.3627786014681,"Actual",0
"7558",7,2,"NMU1500P1SH-AJR",-44.3627786014681,"Predicted",44.3627786014681
"7559",8,2,"NMU1500P1SH-AJR",-45.5032046024147,"Actual",0
"7560",8,2,"NMU1500P1SH-AJR",-45.5032046024147,"Predicted",45.5032046024147
"7561",9,2,"NMU1500P1SH-AJR",-40.1476908280848,"Actual",0
"7562",9,2,"NMU1500P1SH-AJR",-40.1476908280848,"Predicted",40.1476908280848
"7563",10,3,"NMU1500P1SH-AJR",-39.7080758184362,"Actual",0
"7564",10,3,"NMU1500P1SH-AJR",-39.7080758184362,"Predicted",39.7080758184362
"7565",11,3,"NMU1500P1SH-AJR",-39.7080758184362,"Actual",0
"7566",11,3,"NMU1500P1SH-AJR",-39.7080758184362,"Predicted",39.7080758184362
"7567",12,3,"NMU1500P1SH-AJR",-39.7080758184362,"Actual",0
"7568",12,3,"NMU1500P1SH-AJR",-39.7080758184362,"Predicted",39.7080758184362
"7569",13,3,"NMU1500P1SH-AJR",-39.7080758184362,"Actual",0
"7570",13,3,"NMU1500P1SH-AJR",-39.7080758184362,"Predicted",39.7080758184362
"7571",14,4,"NMU1500P1SH-AJR",-39.2732745689995,"Actual",0
"7572",14,4,"NMU1500P1SH-AJR",-39.2732745689995,"Predicted",39.2732745689995
"7573",15,4,"NMU1500P1SH-AJR",-39.2732745689995,"Actual",0
"7574",15,4,"NMU1500P1SH-AJR",-39.2732745689995,"Predicted",39.2732745689995
"7575",16,4,"NMU1500P1SH-AJR",-39.2732745689995,"Actual",0
"7576",16,4,"NMU1500P1SH-AJR",-39.2732745689995,"Predicted",39.2732745689995
"7577",17,4,"NMU1500P1SH-AJR",58.1892632864289,"Actual",100
"7578",17,4,"NMU1500P1SH-AJR",58.1892632864289,"Predicted",41.8107367135711
"7579",18,5,"NMU1500P1SH-AJR",153.653761729054,"Actual",200
"7580",18,5,"NMU1500P1SH-AJR",153.653761729054,"Predicted",46.3462382709463
"7581",19,5,"NMU1500P1SH-AJR",-45.2511743818436,"Actual",0
"7582",19,5,"NMU1500P1SH-AJR",-45.2511743818436,"Predicted",45.2511743818436
"7583",20,5,"NMU1500P1SH-AJR",-45.6945347795751,"Actual",0
"7584",20,5,"NMU1500P1SH-AJR",-45.6945347795751,"Predicted",45.6945347795751
"7585",21,5,"NMU1500P1SH-AJR",-44.0247397664107,"Actual",0
"7586",21,5,"NMU1500P1SH-AJR",-44.0247397664107,"Predicted",44.0247397664107
"7587",22,5,"NMU1500P1SH-AJR",-38.8432343693648,"Actual",0
"7588",22,5,"NMU1500P1SH-AJR",-38.8432343693648,"Predicted",38.8432343693648
"7589",23,6,"NMU1500P1SH-AJR",-38.4179030862981,"Actual",0
"7590",23,6,"NMU1500P1SH-AJR",-38.4179030862981,"Predicted",38.4179030862981
"7591",24,6,"NMU1500P1SH-AJR",-38.4179030862981,"Actual",0
"7592",24,6,"NMU1500P1SH-AJR",-38.4179030862981,"Predicted",38.4179030862981
"7593",25,6,"NMU1500P1SH-AJR",-38.4179030862981,"Actual",0
"7594",25,6,"NMU1500P1SH-AJR",-38.4179030862981,"Predicted",38.4179030862981
"7595",26,6,"NMU1500P1SH-AJR",-38.4179030862981,"Actual",0
"7596",26,6,"NMU1500P1SH-AJR",-38.4179030862981,"Predicted",38.4179030862981
"7597",27,7,"NMU1500P1SH-AJR",-37.9972291574218,"Actual",0
"7598",27,7,"NMU1500P1SH-AJR",-37.9972291574218,"Predicted",37.9972291574218
"7599",28,7,"NMU1500P1SH-AJR",-37.9972291574218,"Actual",0
"7600",28,7,"NMU1500P1SH-AJR",-37.9972291574218,"Predicted",37.9972291574218
"7601",29,7,"NMU1500P1SH-AJR",-37.9972291574218,"Actual",0
"7602",29,7,"NMU1500P1SH-AJR",-37.9972291574218,"Predicted",37.9972291574218
"7603",30,7,"NMU1500P1SH-AJR",-37.9972291574218,"Actual",0
"7604",30,7,"NMU1500P1SH-AJR",-37.9972291574218,"Predicted",37.9972291574218
"7605",31,7,"NMU1500P1SH-AJR",-37.9972291574218,"Actual",0
"7606",31,7,"NMU1500P1SH-AJR",-37.9972291574218,"Predicted",37.9972291574218
"7607",32,8,"NMU1500P1SH-AJR",59.9907043743336,"Actual",100
"7608",32,8,"NMU1500P1SH-AJR",59.9907043743336,"Predicted",40.0092956256664
"7609",33,8,"NMU1500P1SH-AJR",-39.5628793845711,"Actual",0
"7610",33,8,"NMU1500P1SH-AJR",-39.5628793845711,"Predicted",39.5628793845711
"7611",34,8,"NMU1500P1SH-AJR",-39.5047469106567,"Actual",0
"7612",34,8,"NMU1500P1SH-AJR",-39.5047469106567,"Predicted",39.5047469106567
"7613",35,8,"NMU1500P1SH-AJR",57.4056876117834,"Actual",100
"7614",35,8,"NMU1500P1SH-AJR",57.4056876117834,"Predicted",42.5943123882166
"7615",36,9,"NMU1500P1SH-AJR",-39.129668028111,"Actual",0
"7616",36,9,"NMU1500P1SH-AJR",-39.129668028111,"Predicted",39.129668028111
"7617",37,9,"NMU1500P1SH-AJR",-39.0721721015933,"Actual",0
"7618",37,9,"NMU1500P1SH-AJR",-39.0721721015933,"Predicted",39.0721721015933
"7619",38,9,"NMU1500P1SH-AJR",-39.5711960358835,"Actual",0
"7620",38,9,"NMU1500P1SH-AJR",-39.5711960358835,"Predicted",39.5711960358835
"7621",39,9,"NMU1500P1SH-AJR",-37.1696499295724,"Actual",0
"7622",39,9,"NMU1500P1SH-AJR",-37.1696499295724,"Predicted",37.1696499295724
"7623",40,10,"NMU1500P1SH-AJR",-36.7626443042079,"Actual",0
"7624",40,10,"NMU1500P1SH-AJR",-36.7626443042079,"Predicted",36.7626443042079
"7625",41,10,"NMU1500P1SH-AJR",-36.7626443042079,"Actual",0
"7626",41,10,"NMU1500P1SH-AJR",-36.7626443042079,"Predicted",36.7626443042079
"7627",42,10,"NMU1500P1SH-AJR",-36.7626443042079,"Actual",0
"7628",42,10,"NMU1500P1SH-AJR",-36.7626443042079,"Predicted",36.7626443042079
"7629",43,10,"NMU1500P1SH-AJR",-36.7626443042079,"Actual",0
"7630",43,10,"NMU1500P1SH-AJR",-36.7626443042079,"Predicted",36.7626443042079
"7631",44,10,"NMU1500P1SH-AJR",60.8621063874517,"Actual",100
"7632",44,10,"NMU1500P1SH-AJR",60.8621063874517,"Predicted",39.1378936125483
"7633",45,11,"NMU1500P1SH-AJR",-38.2774242942707,"Actual",0
"7634",45,11,"NMU1500P1SH-AJR",-38.2774242942707,"Predicted",38.2774242942707
"7635",46,11,"NMU1500P1SH-AJR",-38.2211806283922,"Actual",0
"7636",46,11,"NMU1500P1SH-AJR",-38.2211806283922,"Predicted",38.2211806283922
"7637",47,11,"NMU1500P1SH-AJR",-38.7093358269516,"Actual",0
"7638",47,11,"NMU1500P1SH-AJR",-38.7093358269516,"Predicted",38.7093358269516
"7639",48,11,"NMU1500P1SH-AJR",-36.3600953680884,"Actual",0
"7640",48,11,"NMU1500P1SH-AJR",-36.3600953680884,"Predicted",36.3600953680884
"7641",49,12,"NMU1500P1SH-AJR",61.7145292744294,"Actual",100
"7642",49,12,"NMU1500P1SH-AJR",61.7145292744294,"Predicted",38.2854707255706
"7643",50,12,"NMU1500P1SH-AJR",-37.858288600452,"Actual",0
"7644",50,12,"NMU1500P1SH-AJR",-37.858288600452,"Predicted",37.858288600452
"7645",51,12,"NMU1500P1SH-AJR",-37.8026607996259,"Actual",0
"7646",51,12,"NMU1500P1SH-AJR",-37.8026607996259,"Predicted",37.8026607996259
"7647",52,12,"NMU1500P1SH-AJR",-38.2854707255706,"Actual",0
"7648",52,12,"NMU1500P1SH-AJR",-38.2854707255706,"Predicted",38.2854707255706
"7649",1,1,"NMU1500P1SH-AJR",-40.5921728919214,"Actual",0
"7650",1,1,"NMU1500P1SH-AJR",-40.5921728919214,"Predicted",40.5921728919214
"7651",3,1,"P50-101012",-40.5921728919214,"Actual",0
"7652",3,1,"P50-101012",-40.5921728919214,"Predicted",40.5921728919214
"7653",4,1,"P50-101012",-40.5921728919214,"Actual",0
"7654",4,1,"P50-101012",-40.5921728919214,"Predicted",40.5921728919214
"7655",5,1,"P50-101012",-40.5921728919214,"Actual",0
"7656",5,1,"P50-101012",-40.5921728919214,"Predicted",40.5921728919214
"7657",6,2,"P50-101012",-40.1476908280848,"Actual",0
"7658",6,2,"P50-101012",-40.1476908280848,"Predicted",40.1476908280848
"7659",7,2,"P50-101012",-40.1476908280848,"Actual",0
"7660",7,2,"P50-101012",-40.1476908280848,"Predicted",40.1476908280848
"7661",8,2,"P50-101012",-40.1476908280848,"Actual",0
"7662",8,2,"P50-101012",-40.1476908280848,"Predicted",40.1476908280848
"7663",9,2,"P50-101012",-40.1476908280848,"Actual",0
"7664",9,2,"P50-101012",-40.1476908280848,"Predicted",40.1476908280848
"7665",10,3,"P50-101012",-39.7080758184362,"Actual",0
"7666",10,3,"P50-101012",-39.7080758184362,"Predicted",39.7080758184362
"7667",11,3,"P50-101012",-39.7080758184362,"Actual",0
"7668",11,3,"P50-101012",-39.7080758184362,"Predicted",39.7080758184362
"7669",12,3,"P50-101012",-39.7080758184362,"Actual",0
"7670",12,3,"P50-101012",-39.7080758184362,"Predicted",39.7080758184362
"7671",13,3,"P50-101012",-39.7080758184362,"Actual",0
"7672",13,3,"P50-101012",-39.7080758184362,"Predicted",39.7080758184362
"7673",14,4,"P50-101012",-39.2732745689995,"Actual",0
"7674",14,4,"P50-101012",-39.2732745689995,"Predicted",39.2732745689995
"7675",15,4,"P50-101012",-39.2732745689995,"Actual",0
"7676",15,4,"P50-101012",-39.2732745689995,"Predicted",39.2732745689995
"7677",16,4,"P50-101012",-39.2732745689995,"Actual",0
"7678",16,4,"P50-101012",-39.2732745689995,"Predicted",39.2732745689995
"7679",17,4,"P50-101012",-39.2732745689995,"Actual",0
"7680",17,4,"P50-101012",-39.2732745689995,"Predicted",39.2732745689995
"7681",18,5,"P50-101012",-38.8432343693648,"Actual",0
"7682",18,5,"P50-101012",-38.8432343693648,"Predicted",38.8432343693648
"7683",19,5,"P50-101012",-38.8432343693648,"Actual",0
"7684",19,5,"P50-101012",-38.8432343693648,"Predicted",38.8432343693648
"7685",20,5,"P50-101012",-38.8432343693648,"Actual",0
"7686",20,5,"P50-101012",-38.8432343693648,"Predicted",38.8432343693648
"7687",21,5,"P50-101012",-38.8432343693648,"Actual",0
"7688",21,5,"P50-101012",-38.8432343693648,"Predicted",38.8432343693648
"7689",22,5,"P50-101012",-38.8432343693648,"Actual",0
"7690",22,5,"P50-101012",-38.8432343693648,"Predicted",38.8432343693648
"7691",23,6,"P50-101012",-38.4179030862981,"Actual",0
"7692",23,6,"P50-101012",-38.4179030862981,"Predicted",38.4179030862981
"7693",24,6,"P50-101012",-38.4179030862981,"Actual",0
"7694",24,6,"P50-101012",-38.4179030862981,"Predicted",38.4179030862981
"7695",25,6,"P50-101012",-38.4179030862981,"Actual",0
"7696",25,6,"P50-101012",-38.4179030862981,"Predicted",38.4179030862981
"7697",26,6,"P50-101012",-38.4179030862981,"Actual",0
"7698",26,6,"P50-101012",-38.4179030862981,"Predicted",38.4179030862981
"7699",27,7,"P50-101012",-37.9972291574218,"Actual",0
"7700",27,7,"P50-101012",-37.9972291574218,"Predicted",37.9972291574218
"7701",28,7,"P50-101012",-37.9972291574218,"Actual",0
"7702",28,7,"P50-101012",-37.9972291574218,"Predicted",37.9972291574218
"7703",29,7,"P50-101012",-37.9972291574218,"Actual",0
"7704",29,7,"P50-101012",-37.9972291574218,"Predicted",37.9972291574218
"7705",30,7,"P50-101012",-37.9972291574218,"Actual",0
"7706",30,7,"P50-101012",-37.9972291574218,"Predicted",37.9972291574218
"7707",31,7,"P50-101012",156.93411857537,"Actual",200
"7708",31,7,"P50-101012",156.93411857537,"Predicted",43.0658814246298
"7709",32,8,"P50-101012",-41.6490964937175,"Actual",0
"7710",32,8,"P50-101012",-41.6490964937175,"Predicted",41.6490964937175
"7711",33,8,"P50-101012",7.15267425507877,"Actual",50
"7712",33,8,"P50-101012",7.15267425507877,"Predicted",42.8473257449212
"7713",34,8,"P50-101012",-43.702920277636,"Actual",0
"7714",34,8,"P50-101012",-43.702920277636,"Predicted",43.702920277636
"7715",35,8,"P50-101012",-38.5309521945989,"Actual",0
"7716",35,8,"P50-101012",-38.5309521945989,"Predicted",38.5309521945989
"7717",36,9,"P50-101012",-38.3516297430536,"Actual",0
"7718",36,9,"P50-101012",-38.3516297430536,"Predicted",38.3516297430536
"7719",37,9,"P50-101012",-37.1696499295724,"Actual",0
"7720",37,9,"P50-101012",-37.1696499295724,"Predicted",37.1696499295724
"7721",38,9,"P50-101012",-37.1696499295724,"Actual",0
"7722",38,9,"P50-101012",-37.1696499295724,"Predicted",37.1696499295724
"7723",39,9,"P50-101012",157.872092993147,"Actual",200
"7724",39,9,"P50-101012",157.872092993147,"Predicted",42.1279070068535
"7725",40,10,"P50-101012",-40.7419796359568,"Actual",0
"7726",40,10,"P50-101012",-40.7419796359568,"Predicted",40.7419796359568
"7727",41,10,"P50-101012",-40.6223375848861,"Actual",0
"7728",41,10,"P50-101012",-40.6223375848861,"Predicted",40.6223375848861
"7729",42,10,"P50-101012",152.775260957123,"Actual",200
"7730",42,10,"P50-101012",152.775260957123,"Predicted",47.2247390428774
"7731",43,10,"P50-101012",-40.7419796359568,"Actual",0
"7732",43,10,"P50-101012",-40.7419796359568,"Predicted",40.7419796359568
"7733",44,10,"P50-101012",-40.6223375848861,"Actual",0
"7734",44,10,"P50-101012",-40.6223375848861,"Predicted",40.6223375848861
"7735",45,11,"P50-101012",-41.2103616614495,"Actual",0
"7736",45,11,"P50-101012",-41.2103616614495,"Predicted",41.2103616614495
"7737",46,11,"P50-101012",-36.3600953680884,"Actual",0
"7738",46,11,"P50-101012",-36.3600953680884,"Predicted",36.3600953680884
"7739",47,11,"P50-101012",-36.3600953680884,"Actual",0
"7740",47,11,"P50-101012",-36.3600953680884,"Predicted",36.3600953680884
"7741",48,11,"P50-101012",-36.3600953680884,"Actual",0
"7742",48,11,"P50-101012",-36.3600953680884,"Predicted",36.3600953680884
"7743",49,12,"P50-101012",-35.9619543207112,"Actual",0
"7744",49,12,"P50-101012",-35.9619543207112,"Predicted",35.9619543207112
"7745",50,12,"P50-101012",256.60742693309,"Actual",300
"7746",50,12,"P50-101012",256.60742693309,"Predicted",43.3925730669103
"7747",51,12,"P50-101012",-41.9562208433206,"Actual",0
"7748",51,12,"P50-101012",-41.9562208433206,"Predicted",41.9562208433206
"7749",52,12,"P50-101012",-41.7715449384465,"Actual",0
"7750",52,12,"P50-101012",-41.7715449384465,"Predicted",41.7715449384465
"7751",1,1,"P50-101012",-48.9795079669219,"Actual",0
"7752",1,1,"P50-101012",-48.9795079669219,"Predicted",48.9795079669219
"7753",3,1,"PA-3 6X22",-40.5921728919214,"Actual",0
"7754",3,1,"PA-3 6X22",-40.5921728919214,"Predicted",40.5921728919214
"7755",4,1,"PA-3 6X22",-40.5921728919214,"Actual",0
"7756",4,1,"PA-3 6X22",-40.5921728919214,"Predicted",40.5921728919214
"7757",5,1,"PA-3 6X22",-40.5921728919214,"Actual",0
"7758",5,1,"PA-3 6X22",-40.5921728919214,"Predicted",40.5921728919214
"7759",6,2,"PA-3 6X22",-40.1476908280848,"Actual",0
"7760",6,2,"PA-3 6X22",-40.1476908280848,"Predicted",40.1476908280848
"7761",7,2,"PA-3 6X22",-40.1476908280848,"Actual",0
"7762",7,2,"PA-3 6X22",-40.1476908280848,"Predicted",40.1476908280848
"7763",8,2,"PA-3 6X22",-40.1476908280848,"Actual",0
"7764",8,2,"PA-3 6X22",-40.1476908280848,"Predicted",40.1476908280848
"7765",9,2,"PA-3 6X22",-40.1476908280848,"Actual",0
"7766",9,2,"PA-3 6X22",-40.1476908280848,"Predicted",40.1476908280848
"7767",10,3,"PA-3 6X22",-39.7080758184362,"Actual",0
"7768",10,3,"PA-3 6X22",-39.7080758184362,"Predicted",39.7080758184362
"7769",11,3,"PA-3 6X22",-39.7080758184362,"Actual",0
"7770",11,3,"PA-3 6X22",-39.7080758184362,"Predicted",39.7080758184362
"7771",12,3,"PA-3 6X22",-39.7080758184362,"Actual",0
"7772",12,3,"PA-3 6X22",-39.7080758184362,"Predicted",39.7080758184362
"7773",13,3,"PA-3 6X22",-39.7080758184362,"Actual",0
"7774",13,3,"PA-3 6X22",-39.7080758184362,"Predicted",39.7080758184362
"7775",14,4,"PA-3 6X22",-39.2732745689995,"Actual",0
"7776",14,4,"PA-3 6X22",-39.2732745689995,"Predicted",39.2732745689995
"7777",15,4,"PA-3 6X22",-39.2732745689995,"Actual",0
"7778",15,4,"PA-3 6X22",-39.2732745689995,"Predicted",39.2732745689995
"7779",16,4,"PA-3 6X22",-39.2732745689995,"Actual",0
"7780",16,4,"PA-3 6X22",-39.2732745689995,"Predicted",39.2732745689995
"7781",17,4,"PA-3 6X22",-39.2732745689995,"Actual",0
"7782",17,4,"PA-3 6X22",-39.2732745689995,"Predicted",39.2732745689995
"7783",18,5,"PA-3 6X22",-38.8432343693648,"Actual",0
"7784",18,5,"PA-3 6X22",-38.8432343693648,"Predicted",38.8432343693648
"7785",19,5,"PA-3 6X22",-38.8432343693648,"Actual",0
"7786",19,5,"PA-3 6X22",-38.8432343693648,"Predicted",38.8432343693648
"7787",20,5,"PA-3 6X22",-38.8432343693648,"Actual",0
"7788",20,5,"PA-3 6X22",-38.8432343693648,"Predicted",38.8432343693648
"7789",21,5,"PA-3 6X22",-38.8432343693648,"Actual",0
"7790",21,5,"PA-3 6X22",-38.8432343693648,"Predicted",38.8432343693648
"7791",22,5,"PA-3 6X22",253.130804002021,"Actual",300
"7792",22,5,"PA-3 6X22",253.130804002021,"Predicted",46.869195997979
"7793",23,6,"PA-3 6X22",-44.8215358890465,"Actual",0
"7794",23,6,"PA-3 6X22",-44.8215358890465,"Predicted",44.8215358890465
"7795",24,6,"PA-3 6X22",-44.6242479176378,"Actual",0
"7796",24,6,"PA-3 6X22",-44.6242479176378,"Predicted",44.6242479176378
"7797",25,6,"PA-3 6X22",-46.3559808758664,"Actual",0
"7798",25,6,"PA-3 6X22",-46.3559808758664,"Predicted",46.3559808758664
"7799",26,6,"PA-3 6X22",-38.4179030862981,"Actual",0
"7800",26,6,"PA-3 6X22",-38.4179030862981,"Predicted",38.4179030862981
"7801",27,7,"PA-3 6X22",-37.9972291574218,"Actual",0
"7802",27,7,"PA-3 6X22",-37.9972291574218,"Predicted",37.9972291574218
"7803",28,7,"PA-3 6X22",-37.9972291574218,"Actual",0
"7804",28,7,"PA-3 6X22",-37.9972291574218,"Predicted",37.9972291574218
"7805",29,7,"PA-3 6X22",-37.9972291574218,"Actual",0
"7806",29,7,"PA-3 6X22",-37.9972291574218,"Predicted",37.9972291574218
"7807",30,7,"PA-3 6X22",-37.9972291574218,"Actual",0
"7808",30,7,"PA-3 6X22",-37.9972291574218,"Predicted",37.9972291574218
"7809",31,7,"PA-3 6X22",-37.9972291574218,"Actual",0
"7810",31,7,"PA-3 6X22",-37.9972291574218,"Predicted",37.9972291574218
"7811",32,8,"PA-3 6X22",-37.5811615849631,"Actual",0
"7812",32,8,"PA-3 6X22",-37.5811615849631,"Predicted",37.5811615849631
"7813",33,8,"PA-3 6X22",-37.5811615849631,"Actual",0
"7814",33,8,"PA-3 6X22",-37.5811615849631,"Predicted",37.5811615849631
"7815",34,8,"PA-3 6X22",-37.5811615849631,"Actual",0
"7816",34,8,"PA-3 6X22",-37.5811615849631,"Predicted",37.5811615849631
"7817",35,8,"PA-3 6X22",-37.5811615849631,"Actual",0
"7818",35,8,"PA-3 6X22",-37.5811615849631,"Predicted",37.5811615849631
"7819",36,9,"PA-3 6X22",-37.1696499295724,"Actual",0
"7820",36,9,"PA-3 6X22",-37.1696499295724,"Predicted",37.1696499295724
"7821",37,9,"PA-3 6X22",-37.1696499295724,"Actual",0
"7822",37,9,"PA-3 6X22",-37.1696499295724,"Predicted",37.1696499295724
"7823",38,9,"PA-3 6X22",-37.1696499295724,"Actual",0
"7824",38,9,"PA-3 6X22",-37.1696499295724,"Predicted",37.1696499295724
"7825",39,9,"PA-3 6X22",-37.1696499295724,"Actual",0
"7826",39,9,"PA-3 6X22",-37.1696499295724,"Predicted",37.1696499295724
"7827",40,10,"PA-3 6X22",-36.7626443042079,"Actual",0
"7828",40,10,"PA-3 6X22",-36.7626443042079,"Predicted",36.7626443042079
"7829",41,10,"PA-3 6X22",-36.7626443042079,"Actual",0
"7830",41,10,"PA-3 6X22",-36.7626443042079,"Predicted",36.7626443042079
"7831",42,10,"PA-3 6X22",-36.7626443042079,"Actual",0
"7832",42,10,"PA-3 6X22",-36.7626443042079,"Predicted",36.7626443042079
"7833",43,10,"PA-3 6X22",158.333391261199,"Actual",200
"7834",43,10,"PA-3 6X22",158.333391261199,"Predicted",41.6666087388012
"7835",44,10,"PA-3 6X22",-40.7419796359568,"Actual",0
"7836",44,10,"PA-3 6X22",-40.7419796359568,"Predicted",40.7419796359568
"7837",45,11,"PA-3 6X22",-40.1775252193182,"Actual",0
"7838",45,11,"PA-3 6X22",-40.1775252193182,"Predicted",40.1775252193182
"7839",46,11,"PA-3 6X22",-41.2103616614495,"Actual",0
"7840",46,11,"PA-3 6X22",-41.2103616614495,"Predicted",41.2103616614495
"7841",47,11,"PA-3 6X22",-36.3600953680884,"Actual",0
"7842",47,11,"PA-3 6X22",-36.3600953680884,"Predicted",36.3600953680884
"7843",48,11,"PA-3 6X22",-36.3600953680884,"Actual",0
"7844",48,11,"PA-3 6X22",-36.3600953680884,"Predicted",36.3600953680884
"7845",49,12,"PA-3 6X22",-35.9619543207112,"Actual",0
"7846",49,12,"PA-3 6X22",-35.9619543207112,"Predicted",35.9619543207112
"7847",50,12,"PA-3 6X22",-35.9619543207112,"Actual",0
"7848",50,12,"PA-3 6X22",-35.9619543207112,"Predicted",35.9619543207112
"7849",51,12,"PA-3 6X22",-35.9619543207112,"Actual",0
"7850",51,12,"PA-3 6X22",-35.9619543207112,"Predicted",35.9619543207112
"7851",52,12,"PA-3 6X22",-35.9619543207112,"Actual",0
"7852",52,12,"PA-3 6X22",-35.9619543207112,"Predicted",35.9619543207112
"7853",1,1,"PA-3 6X22",-40.5921728919214,"Actual",0
"7854",1,1,"PA-3 6X22",-40.5921728919214,"Predicted",40.5921728919214
"7855",3,1,"PE-100-P02-E",-40.5921728919214,"Actual",0
"7856",3,1,"PE-100-P02-E",-40.5921728919214,"Predicted",40.5921728919214
"7857",4,1,"PE-100-P02-E",-40.5921728919214,"Actual",0
"7858",4,1,"PE-100-P02-E",-40.5921728919214,"Predicted",40.5921728919214
"7859",5,1,"PE-100-P02-E",56.7851504097505,"Actual",100
"7860",5,1,"PE-100-P02-E",56.7851504097505,"Predicted",43.2148495902495
"7861",6,2,"PE-100-P02-E",-42.2647460273314,"Actual",0
"7862",6,2,"PE-100-P02-E",-42.2647460273314,"Predicted",42.2647460273314
"7863",7,2,"PE-100-P02-E",-42.2026435139615,"Actual",0
"7864",7,2,"PE-100-P02-E",-42.2026435139615,"Predicted",42.2026435139615
"7865",8,2,"PE-100-P02-E",-42.7416493606041,"Actual",0
"7866",8,2,"PE-100-P02-E",-42.7416493606041,"Predicted",42.7416493606041
"7867",9,2,"PE-100-P02-E",-40.1476908280848,"Actual",0
"7868",9,2,"PE-100-P02-E",-40.1476908280848,"Predicted",40.1476908280848
"7869",10,3,"PE-100-P02-E",-39.7080758184362,"Actual",0
"7870",10,3,"PE-100-P02-E",-39.7080758184362,"Predicted",39.7080758184362
"7871",11,3,"PE-100-P02-E",-39.7080758184362,"Actual",0
"7872",11,3,"PE-100-P02-E",-39.7080758184362,"Predicted",39.7080758184362
"7873",12,3,"PE-100-P02-E",106.382085019395,"Actual",150
"7874",12,3,"PE-100-P02-E",106.382085019395,"Predicted",43.6179149806054
"7875",13,3,"PE-100-P02-E",-42.889934330489,"Actual",0
"7876",13,3,"PE-100-P02-E",-42.889934330489,"Predicted",42.889934330489
"7877",14,4,"PE-100-P02-E",-42.3268296572414,"Actual",0
"7878",14,4,"PE-100-P02-E",-42.3268296572414,"Predicted",42.3268296572414
"7879",15,4,"PE-100-P02-E",-43.140301207072,"Actual",0
"7880",15,4,"PE-100-P02-E",-43.140301207072,"Predicted",43.140301207072
"7881",16,4,"PE-100-P02-E",-39.2732745689995,"Actual",0
"7882",16,4,"PE-100-P02-E",-39.2732745689995,"Predicted",39.2732745689995
"7883",17,4,"PE-100-P02-E",-39.2732745689995,"Actual",0
"7884",17,4,"PE-100-P02-E",-39.2732745689995,"Predicted",39.2732745689995
"7885",18,5,"PE-100-P02-E",-38.8432343693648,"Actual",0
"7886",18,5,"PE-100-P02-E",-38.8432343693648,"Predicted",38.8432343693648
"7887",19,5,"PE-100-P02-E",-38.8432343693648,"Actual",0
"7888",19,5,"PE-100-P02-E",-38.8432343693648,"Predicted",38.8432343693648
"7889",20,5,"PE-100-P02-E",-38.8432343693648,"Actual",0
"7890",20,5,"PE-100-P02-E",-38.8432343693648,"Predicted",38.8432343693648
"7891",21,5,"PE-100-P02-E",-38.8432343693648,"Actual",0
