"","week","month","item_no","diff","type","total_sold"
"1905",37,9,"305 OSU2P20209",-39.3919484977081,"Actual",0
"1906",37,9,"305 OSU2P20209",-39.3919484977081,"Predicted",39.3919484977081
"1907",38,9,"305 OSU2P20209",-39.3265488631424,"Actual",0
"1908",38,9,"305 OSU2P20209",-39.3265488631424,"Predicted",39.3265488631424
"1909",39,9,"305 OSU2P20209",-39.894586566341,"Actual",0
"1910",39,9,"305 OSU2P20209",-39.894586566341,"Predicted",39.894586566341
"1911",40,10,"305 OSU2P20209",-36.7626443042079,"Actual",0
"1912",40,10,"305 OSU2P20209",-36.7626443042079,"Predicted",36.7626443042079
"1913",41,10,"305 OSU2P20209",558.072055927169,"Actual",612
"1914",41,10,"305 OSU2P20209",558.072055927169,"Predicted",53.9279440728306
"1915",42,10,"305 OSU2P20209",-50.3490198718518,"Actual",0
"1916",42,10,"305 OSU2P20209",-50.3490198718518,"Predicted",50.3490198718518
"1917",43,10,"305 OSU2P20209",-49.8979540244521,"Actual",0
"1918",43,10,"305 OSU2P20209",-49.8979540244521,"Predicted",49.8979540244521
"1919",44,10,"305 OSU2P20209",-53.9279440728306,"Actual",0
"1920",44,10,"305 OSU2P20209",-53.9279440728306,"Predicted",53.9279440728306
"1921",45,11,"305 OSU2P20209",-36.3600953680884,"Actual",0
"1922",45,11,"305 OSU2P20209",-36.3600953680884,"Predicted",36.3600953680884
"1923",46,11,"305 OSU2P20209",-36.3600953680884,"Actual",0
"1924",46,11,"305 OSU2P20209",-36.3600953680884,"Predicted",36.3600953680884
"1925",47,11,"305 OSU2P20209",-36.3600953680884,"Actual",0
"1926",47,11,"305 OSU2P20209",-36.3600953680884,"Predicted",36.3600953680884
"1927",48,11,"305 OSU2P20209",-36.3600953680884,"Actual",0
"1928",48,11,"305 OSU2P20209",-36.3600953680884,"Predicted",36.3600953680884
"1929",49,12,"305 OSU2P20209",-35.9619543207112,"Actual",0
"1930",49,12,"305 OSU2P20209",-35.9619543207112,"Predicted",35.9619543207112
"1931",50,12,"305 OSU2P20209",-35.9619543207112,"Actual",0
"1932",50,12,"305 OSU2P20209",-35.9619543207112,"Predicted",35.9619543207112
"1933",51,12,"305 OSU2P20209",532.163340235632,"Actual",584
"1934",51,12,"305 OSU2P20209",532.163340235632,"Predicted",51.836659764368
"1935",52,12,"305 OSU2P20209",-48.5488122786639,"Actual",0
"1936",52,12,"305 OSU2P20209",-48.5488122786639,"Predicted",48.5488122786639
"1937",1,1,"305 OSU2P20209",-54.3310567588332,"Actual",0
"1938",1,1,"305 OSU2P20209",-54.3310567588332,"Predicted",54.3310567588332
"1939",3,1,"41169",402.558315595966,"Actual",500
"1940",3,1,"41169",402.558315595966,"Predicted",97.4416844040342
"1941",4,1,"41169",-71.7768331580505,"Actual",0
"1942",4,1,"41169",-71.7768331580505,"Predicted",71.7768331580505
"1943",5,1,"41169",-52.0999997769709,"Actual",0
"1944",5,1,"41169",-52.0999997769709,"Predicted",52.0999997769709
"1945",6,2,"41169",-54.9052788644385,"Actual",0
"1946",6,2,"41169",-54.9052788644385,"Predicted",54.9052788644385
"1947",7,2,"41169",-40.1476908280848,"Actual",0
"1948",7,2,"41169",-40.1476908280848,"Predicted",40.1476908280848
"1949",8,2,"41169",-40.1476908280848,"Actual",0
"1950",8,2,"41169",-40.1476908280848,"Predicted",40.1476908280848
"1951",9,2,"41169",-40.1476908280848,"Actual",0
"1952",9,2,"41169",-40.1476908280848,"Predicted",40.1476908280848
"1953",10,3,"41169",-39.7080758184362,"Actual",0
"1954",10,3,"41169",-39.7080758184362,"Predicted",39.7080758184362
"1955",11,3,"41169",-39.7080758184362,"Actual",0
"1956",11,3,"41169",-39.7080758184362,"Predicted",39.7080758184362
"1957",12,3,"41169",-39.7080758184362,"Actual",0
"1958",12,3,"41169",-39.7080758184362,"Predicted",39.7080758184362
"1959",13,3,"41169",445.695930923719,"Actual",500
"1960",13,3,"41169",445.695930923719,"Predicted",54.3040690762814
"1961",14,4,"41169",-50.7791675101523,"Actual",0
"1962",14,4,"41169",-50.7791675101523,"Predicted",50.7791675101523
"1963",15,4,"41169",-50.4071955382564,"Actual",0
"1964",15,4,"41169",-50.4071955382564,"Predicted",50.4071955382564
"1965",16,4,"41169",-53.709442502286,"Actual",0
"1966",16,4,"41169",-53.709442502286,"Predicted",53.709442502286
"1967",17,4,"41169",-39.2732745689995,"Actual",0
"1968",17,4,"41169",-39.2732745689995,"Predicted",39.2732745689995
"1969",18,5,"41169",-38.8432343693648,"Actual",0
"1970",18,5,"41169",-38.8432343693648,"Predicted",38.8432343693648
"1971",19,5,"41169",446.878672943381,"Actual",500
"1972",19,5,"41169",446.878672943381,"Predicted",53.1213270566189
"1973",20,5,"41169",-50.2231384147178,"Actual",0
"1974",20,5,"41169",-50.2231384147178,"Predicted",50.2231384147178
"1975",21,5,"41169",-49.8552395154853,"Actual",0
"1976",21,5,"41169",-49.8552395154853,"Predicted",49.8552395154853
"1977",22,5,"41169",-53.1213270566189,"Actual",0
"1978",22,5,"41169",-53.1213270566189,"Predicted",53.1213270566189
"1979",23,6,"41169",-38.4179030862981,"Actual",0
"1980",23,6,"41169",-38.4179030862981,"Predicted",38.4179030862981
"1981",24,6,"41169",-38.4179030862981,"Actual",0
"1982",24,6,"41169",-38.4179030862981,"Predicted",38.4179030862981
"1983",25,6,"41169",928.147692821017,"Actual",1000
"1984",25,6,"41169",928.147692821017,"Predicted",71.8523071789825
"1985",26,6,"41169",-64.2259567073365,"Actual",0
"1986",26,6,"41169",-64.2259567073365,"Predicted",64.2259567073365
"1987",27,7,"41169",-62.5954508224341,"Actual",0
"1988",27,7,"41169",-62.5954508224341,"Predicted",62.5954508224341
"1989",28,7,"41169",-71.0655283615152,"Actual",0
"1990",28,7,"41169",-71.0655283615152,"Predicted",71.0655283615152
"1991",29,7,"41169",448.035654855028,"Actual",500
"1992",29,7,"41169",448.035654855028,"Predicted",51.9643451449717
"1993",30,7,"41169",-49.1292790194122,"Actual",0
"1994",30,7,"41169",-49.1292790194122,"Predicted",49.1292790194122
"1995",31,7,"41169",-48.7693929541076,"Actual",0
"1996",31,7,"41169",-48.7693929541076,"Predicted",48.7693929541076
"1997",32,8,"41169",429.712635271111,"Actual",500
"1998",32,8,"41169",429.712635271111,"Predicted",70.287364728889
"1999",33,8,"41169",-48.5913161123391,"Actual",0
"2000",33,8,"41169",-48.5913161123391,"Predicted",48.5913161123391
"2001",34,8,"41169",-48.2353707796845,"Actual",0
"2002",34,8,"41169",-48.2353707796845,"Predicted",48.2353707796845
"2003",35,8,"41169",429.712635271111,"Actual",500
"2004",35,8,"41169",429.712635271111,"Predicted",70.287364728889
"2005",36,9,"41169",-48.0592438695534,"Actual",0
"2006",36,9,"41169",-48.0592438695534,"Predicted",48.0592438695534
"2007",37,9,"41169",-47.7071961187428,"Actual",0
"2008",37,9,"41169",-47.7071961187428,"Predicted",47.7071961187428
"2009",38,9,"41169",-50.8325622864742,"Actual",0
"2010",38,9,"41169",-50.8325622864742,"Predicted",50.8325622864742
"2011",39,9,"41169",-37.1696499295724,"Actual",0
"2012",39,9,"41169",-37.1696499295724,"Predicted",37.1696499295724
"2013",40,10,"41169",-36.7626443042079,"Actual",0
"2014",40,10,"41169",-36.7626443042079,"Predicted",36.7626443042079
"2015",41,10,"41169",-36.7626443042079,"Actual",0
"2016",41,10,"41169",-36.7626443042079,"Predicted",36.7626443042079
"2017",42,10,"41169",-36.7626443042079,"Actual",0
"2018",42,10,"41169",-36.7626443042079,"Predicted",36.7626443042079
"2019",43,10,"41169",-36.7626443042079,"Actual",0
"2020",43,10,"41169",-36.7626443042079,"Predicted",36.7626443042079
"2021",44,10,"41169",-36.7626443042079,"Actual",0
"2022",44,10,"41169",-36.7626443042079,"Predicted",36.7626443042079
"2023",45,11,"41169",-36.3600953680884,"Actual",0
"2024",45,11,"41169",-36.3600953680884,"Predicted",36.3600953680884
"2025",46,11,"41169",-36.3600953680884,"Actual",0
"2026",46,11,"41169",-36.3600953680884,"Predicted",36.3600953680884
"2027",47,11,"41169",450.274570353971,"Actual",500
"2028",47,11,"41169",450.274570353971,"Predicted",49.7254296460293
"2029",48,11,"41169",-47.0125140733409,"Actual",0
"2030",48,11,"41169",-47.0125140733409,"Predicted",47.0125140733409
"2031",49,12,"41169",-46.1571204152359,"Actual",0
"2032",49,12,"41169",-46.1571204152359,"Predicted",46.1571204152359
"2033",50,12,"41169",432.741009242385,"Actual",500
"2034",50,12,"41169",432.741009242385,"Predicted",67.2589907576151
"2035",51,12,"41169",-46.4977296261742,"Actual",0
"2036",51,12,"41169",-46.4977296261742,"Predicted",46.4977296261742
"2037",52,12,"41169",-46.1571204152359,"Actual",0
"2038",52,12,"41169",-46.1571204152359,"Predicted",46.1571204152359
"2039",1,1,"41169",-55.5131447506657,"Actual",0
"2040",1,1,"41169",-55.5131447506657,"Predicted",55.5131447506657
"2041",3,1,"440-005-5",-40.8013064090851,"Actual",0
"2042",3,1,"440-005-5",-40.8013064090851,"Predicted",40.8013064090851
"2043",4,1,"440-005-5",-21.3093488465804,"Actual",20
"2044",4,1,"440-005-5",-21.3093488465804,"Predicted",41.3093488465804
"2045",5,1,"440-005-5",-31.5282833772611,"Actual",10
"2046",5,1,"440-005-5",-31.5282833772611,"Predicted",41.5282833772611
"2047",6,2,"440-005-5",-26.1440238531179,"Actual",15
"2048",6,2,"440-005-5",-26.1440238531179,"Predicted",41.1440238531179
"2049",7,2,"440-005-5",-11.9538176688193,"Actual",30
"2050",7,2,"440-005-5",-11.9538176688193,"Predicted",41.9538176688193
"2051",8,2,"440-005-5",-2.38411258101509,"Actual",40
"2052",8,2,"440-005-5",-2.38411258101509,"Predicted",42.3841125810151
"2053",9,2,"440-005-5",-32.256064805072,"Actual",10
"2054",9,2,"440-005-5",-32.256064805072,"Predicted",42.256064805072
"2055",10,3,"440-005-5",-7.40882154135674,"Actual",35
"2056",10,3,"440-005-5",-7.40882154135674,"Predicted",42.4088215413567
"2057",11,3,"440-005-5",-27.0545346450904,"Actual",15
"2058",11,3,"440-005-5",-27.0545346450904,"Predicted",42.0545346450904
"2059",12,3,"440-005-5",-36.1048229366635,"Actual",5
"2060",12,3,"440-005-5",-36.1048229366635,"Predicted",41.1048229366635
"2061",13,3,"440-005-5",90.3860382968185,"Actual",135
"2062",13,3,"440-005-5",90.3860382968185,"Predicted",44.6139617031815
"2063",14,4,"440-005-5",-23.1346918832361,"Actual",20
"2064",14,4,"440-005-5",-23.1346918832361,"Predicted",43.1346918832361
"2065",15,4,"440-005-5",-42.5781660710243,"Actual",0
"2066",15,4,"440-005-5",-42.5781660710243,"Predicted",42.5781660710243
"2067",16,4,"440-005-5",-43.1658586224845,"Actual",0
"2068",16,4,"440-005-5",-43.1658586224845,"Predicted",43.1658586224845
"2069",17,4,"440-005-5",62.5296835953269,"Actual",105
"2070",17,4,"440-005-5",62.5296835953269,"Predicted",42.4703164046731
"2071",18,5,"440-005-5",-21.5132852519927,"Actual",20
"2072",18,5,"440-005-5",-21.5132852519927,"Predicted",41.5132852519927
"2073",19,5,"440-005-5",-31.6160668948743,"Actual",10
"2074",19,5,"440-005-5",-31.6160668948743,"Predicted",41.6160668948743
"2075",20,5,"440-005-5",50.3044399369554,"Actual",95
"2076",20,5,"440-005-5",50.3044399369554,"Predicted",44.6955600630446
"2077",21,5,"440-005-5",-36.6373209507695,"Actual",5
"2078",21,5,"440-005-5",-36.6373209507695,"Predicted",41.6373209507695
"2079",22,5,"440-005-5",27.0682131072688,"Actual",70
"2080",22,5,"440-005-5",27.0682131072688,"Predicted",42.9317868927312
"2081",23,6,"440-005-5",-8.30997306333063,"Actual",35
"2082",23,6,"440-005-5",-8.30997306333063,"Predicted",43.3099730633306
"2083",24,6,"440-005-5",-16.2740817413378,"Actual",25
"2084",24,6,"440-005-5",-16.2740817413378,"Predicted",41.2740817413378
"2085",25,6,"440-005-5",2.44309152230164,"Actual",45
"2086",25,6,"440-005-5",2.44309152230164,"Predicted",42.5569084776984
"2087",26,6,"440-005-5",8.01361443765368,"Actual",50
"2088",26,6,"440-005-5",8.01361443765368,"Predicted",41.9863855623463
"2089",27,7,"440-005-5",8.2112489109884,"Actual",50
"2090",27,7,"440-005-5",8.2112489109884,"Predicted",41.7887510890116
"2091",28,7,"440-005-5",-7.02453158645049,"Actual",35
"2092",28,7,"440-005-5",-7.02453158645049,"Predicted",42.0245315864505
"2093",29,7,"440-005-5",-40.9258789802309,"Actual",0
"2094",29,7,"440-005-5",-40.9258789802309,"Predicted",40.9258789802309
"2095",30,7,"440-005-5",-25.2729614658074,"Actual",15
"2096",30,7,"440-005-5",-25.2729614658074,"Predicted",40.2729614658074
"2097",31,7,"440-005-5",-5.00673193388012,"Actual",35
"2098",31,7,"440-005-5",-5.00673193388012,"Predicted",40.0067319338801
"2099",32,8,"440-005-5",-9.2817173471723,"Actual",30
"2100",32,8,"440-005-5",-9.2817173471723,"Predicted",39.2817173471723
"2101",33,8,"440-005-5",-29.4503502443882,"Actual",10
"2102",33,8,"440-005-5",-29.4503502443882,"Predicted",39.4503502443882
"2103",34,8,"440-005-5",-0.188215612036025,"Actual",40
"2104",34,8,"440-005-5",-0.188215612036025,"Predicted",40.188215612036
"2105",35,8,"440-005-5",-19.7796115565552,"Actual",20
"2106",35,8,"440-005-5",-19.7796115565552,"Predicted",39.7796115565552
"2107",36,9,"440-005-5",-23.9153839465675,"Actual",15
"2108",36,9,"440-005-5",-23.9153839465675,"Predicted",38.9153839465675
"2109",37,9,"440-005-5",-38.7925406645962,"Actual",0
"2110",37,9,"440-005-5",-38.7925406645962,"Predicted",38.7925406645962
"2111",38,9,"440-005-5",-8.63987266581867,"Actual",30
"2112",38,9,"440-005-5",-8.63987266581867,"Predicted",38.6398726658187
"2113",39,9,"440-005-5",21.4133532892247,"Actual",61
"2114",39,9,"440-005-5",21.4133532892247,"Predicted",39.5866467107753
"2115",40,10,"440-005-5",-5.33408936128765,"Actual",34
"2116",40,10,"440-005-5",-5.33408936128765,"Predicted",39.3340893612877
"2117",41,10,"440-005-5",-39.2985214532984,"Actual",0
"2118",41,10,"440-005-5",-39.2985214532984,"Predicted",39.2985214532984
"2119",42,10,"440-005-5",-29.0915627375726,"Actual",10
"2120",42,10,"440-005-5",-29.0915627375726,"Predicted",39.0915627375726
"2121",43,10,"440-005-5",-37.7470791338028,"Actual",0
"2122",43,10,"440-005-5",-37.7470791338028,"Predicted",37.7470791338028
"2123",44,10,"440-005-5",-32.0624552211659,"Actual",5
"2124",44,10,"440-005-5",-32.0624552211659,"Predicted",37.0624552211659
"2125",45,11,"440-005-5",12.1509204867529,"Actual",50
"2126",45,11,"440-005-5",12.1509204867529,"Predicted",37.8490795132471
"2127",46,11,"440-005-5",-12.9896673442393,"Actual",25
"2128",46,11,"440-005-5",-12.9896673442393,"Predicted",37.9896673442393
"2129",47,11,"440-005-5",6.03817135013611,"Actual",45
"2130",47,11,"440-005-5",6.03817135013611,"Predicted",38.9618286498639
"2131",48,11,"440-005-5",-9.61323508612504,"Actual",30
"2132",48,11,"440-005-5",-9.61323508612504,"Predicted",39.613235086125
"2133",49,12,"440-005-5",-28.1778025858023,"Actual",10
"2134",49,12,"440-005-5",-28.1778025858023,"Predicted",38.1778025858023
"2135",50,12,"440-005-5",-8.45668183522035,"Actual",30
"2136",50,12,"440-005-5",-8.45668183522035,"Predicted",38.4566818352204
"2137",51,12,"440-005-5",-22.7522046860679,"Actual",15
"2138",51,12,"440-005-5",-22.7522046860679,"Predicted",37.7522046860679
"2139",52,12,"440-005-5",-32.1341314275983,"Actual",5
"2140",52,12,"440-005-5",-32.1341314275983,"Predicted",37.1341314275983
"2141",1,1,"440-005-5",-41.7798867821358,"Actual",0
"2142",1,1,"440-005-5",-41.7798867821358,"Predicted",41.7798867821358
"2143",3,1,"440-908",-40.5921728919214,"Actual",0
"2144",3,1,"440-908",-40.5921728919214,"Predicted",40.5921728919214
"2145",4,1,"440-908",-40.5921728919214,"Actual",0
"2146",4,1,"440-908",-40.5921728919214,"Predicted",40.5921728919214
"2147",5,1,"440-908",-40.5921728919214,"Actual",0
"2148",5,1,"440-908",-40.5921728919214,"Predicted",40.5921728919214
"2149",6,2,"440-908",-40.1476908280848,"Actual",0
"2150",6,2,"440-908",-40.1476908280848,"Predicted",40.1476908280848
"2151",7,2,"440-908",1228.25595339241,"Actual",1320
"2152",7,2,"440-908",1228.25595339241,"Predicted",91.7440466075878
"2153",8,2,"440-908",-79.1141402364819,"Actual",0
"2154",8,2,"440-908",-79.1141402364819,"Predicted",79.1141402364819
"2155",9,2,"440-908",-77.5933468134149,"Actual",0
"2156",9,2,"440-908",-77.5933468134149,"Predicted",77.5933468134149
"2157",10,3,"440-908",-90.7394543358355,"Actual",0
"2158",10,3,"440-908",-90.7394543358355,"Predicted",90.7394543358355
"2159",11,3,"440-908",-39.7080758184362,"Actual",0
"2160",11,3,"440-908",-39.7080758184362,"Predicted",39.7080758184362
"2161",12,3,"440-908",-39.7080758184362,"Actual",0
"2162",12,3,"440-908",-39.7080758184362,"Predicted",39.7080758184362
"2163",13,3,"440-908",-39.7080758184362,"Actual",0
"2164",13,3,"440-908",-39.7080758184362,"Predicted",39.7080758184362
"2165",14,4,"440-908",-39.2732745689995,"Actual",0
"2166",14,4,"440-908",-39.2732745689995,"Predicted",39.2732745689995
"2167",15,4,"440-908",-39.2732745689995,"Actual",0
"2168",15,4,"440-908",-39.2732745689995,"Predicted",39.2732745689995
"2169",16,4,"440-908",-39.2732745689995,"Actual",0
"2170",16,4,"440-908",-39.2732745689995,"Predicted",39.2732745689995
"2171",17,4,"440-908",-39.2732745689995,"Actual",0
"2172",17,4,"440-908",-39.2732745689995,"Predicted",39.2732745689995
"2173",18,5,"440-908",-38.8432343693648,"Actual",0
"2174",18,5,"440-908",-38.8432343693648,"Predicted",38.8432343693648
"2175",19,5,"440-908",-38.8432343693648,"Actual",0
"2176",19,5,"440-908",-38.8432343693648,"Predicted",38.8432343693648
"2177",20,5,"440-908",-38.8432343693648,"Actual",0
"2178",20,5,"440-908",-38.8432343693648,"Predicted",38.8432343693648
"2179",21,5,"440-908",-38.8432343693648,"Actual",0
"2180",21,5,"440-908",-38.8432343693648,"Predicted",38.8432343693648
"2181",22,5,"440-908",-38.8432343693648,"Actual",0
"2182",22,5,"440-908",-38.8432343693648,"Predicted",38.8432343693648
"2183",23,6,"440-908",-38.4179030862981,"Actual",0
"2184",23,6,"440-908",-38.4179030862981,"Predicted",38.4179030862981
"2185",24,6,"440-908",-38.4179030862981,"Actual",0
"2186",24,6,"440-908",-38.4179030862981,"Predicted",38.4179030862981
"2187",25,6,"440-908",-38.4179030862981,"Actual",0
"2188",25,6,"440-908",-38.4179030862981,"Predicted",38.4179030862981
"2189",26,6,"440-908",-38.4179030862981,"Actual",0
"2190",26,6,"440-908",-38.4179030862981,"Predicted",38.4179030862981
"2191",27,7,"440-908",-37.9972291574218,"Actual",0
"2192",27,7,"440-908",-37.9972291574218,"Predicted",37.9972291574218
"2193",28,7,"440-908",-37.9972291574218,"Actual",0
"2194",28,7,"440-908",-37.9972291574218,"Predicted",37.9972291574218
"2195",29,7,"440-908",-37.9972291574218,"Actual",0
"2196",29,7,"440-908",-37.9972291574218,"Predicted",37.9972291574218
"2197",30,7,"440-908",-37.9972291574218,"Actual",0
"2198",30,7,"440-908",-37.9972291574218,"Predicted",37.9972291574218
"2199",31,7,"440-908",-37.9972291574218,"Actual",0
"2200",31,7,"440-908",-37.9972291574218,"Predicted",37.9972291574218
"2201",32,8,"440-908",-37.5811615849631,"Actual",0
"2202",32,8,"440-908",-37.5811615849631,"Predicted",37.5811615849631
"2203",33,8,"440-908",-37.5811615849631,"Actual",0
"2204",33,8,"440-908",-37.5811615849631,"Predicted",37.5811615849631
"2205",34,8,"440-908",-37.5811615849631,"Actual",0
"2206",34,8,"440-908",-37.5811615849631,"Predicted",37.5811615849631
"2207",35,8,"440-908",-37.5811615849631,"Actual",0
"2208",35,8,"440-908",-37.5811615849631,"Predicted",37.5811615849631
"2209",36,9,"440-908",-37.1696499295724,"Actual",0
"2210",36,9,"440-908",-37.1696499295724,"Predicted",37.1696499295724
"2211",37,9,"440-908",-37.1696499295724,"Actual",0
"2212",37,9,"440-908",-37.1696499295724,"Predicted",37.1696499295724
"2213",38,9,"440-908",-37.1696499295724,"Actual",0
"2214",38,9,"440-908",-37.1696499295724,"Predicted",37.1696499295724
"2215",39,9,"440-908",-37.1696499295724,"Actual",0
"2216",39,9,"440-908",-37.1696499295724,"Predicted",37.1696499295724
"2217",40,10,"440-908",-36.7626443042079,"Actual",0
"2218",40,10,"440-908",-36.7626443042079,"Predicted",36.7626443042079
"2219",41,10,"440-908",-36.7626443042079,"Actual",0
"2220",41,10,"440-908",-36.7626443042079,"Predicted",36.7626443042079
"2221",42,10,"440-908",-36.7626443042079,"Actual",0
"2222",42,10,"440-908",-36.7626443042079,"Predicted",36.7626443042079
"2223",43,10,"440-908",-36.7626443042079,"Actual",0
"2224",43,10,"440-908",-36.7626443042079,"Predicted",36.7626443042079
"2225",44,10,"440-908",-36.7626443042079,"Actual",0
"2226",44,10,"440-908",-36.7626443042079,"Predicted",36.7626443042079
"2227",45,11,"440-908",-36.3600953680884,"Actual",0
"2228",45,11,"440-908",-36.3600953680884,"Predicted",36.3600953680884
"2229",46,11,"440-908",-36.3600953680884,"Actual",0
"2230",46,11,"440-908",-36.3600953680884,"Predicted",36.3600953680884
"2231",47,11,"440-908",-36.3600953680884,"Actual",0
"2232",47,11,"440-908",-36.3600953680884,"Predicted",36.3600953680884
"2233",48,11,"440-908",-36.3600953680884,"Actual",0
"2234",48,11,"440-908",-36.3600953680884,"Predicted",36.3600953680884
"2235",49,12,"440-908",-35.9619543207112,"Actual",0
"2236",49,12,"440-908",-35.9619543207112,"Predicted",35.9619543207112
"2237",50,12,"440-908",-35.9619543207112,"Actual",0
"2238",50,12,"440-908",-35.9619543207112,"Predicted",35.9619543207112
"2239",51,12,"440-908",-35.9619543207112,"Actual",0
"2240",51,12,"440-908",-35.9619543207112,"Predicted",35.9619543207112
"2241",52,12,"440-908",-35.9619543207112,"Actual",0
"2242",52,12,"440-908",-35.9619543207112,"Predicted",35.9619543207112
"2243",1,1,"440-908",-40.5921728919214,"Actual",0
"2244",1,1,"440-908",-40.5921728919214,"Predicted",40.5921728919214
"2245",3,1,"4MBTST-1117",-40.5921728919214,"Actual",0
"2246",3,1,"4MBTST-1117",-40.5921728919214,"Predicted",40.5921728919214
"2247",4,1,"4MBTST-1117",-40.5921728919214,"Actual",0
"2248",4,1,"4MBTST-1117",-40.5921728919214,"Predicted",40.5921728919214
"2249",5,1,"4MBTST-1117",-40.5921728919214,"Actual",0
"2250",5,1,"4MBTST-1117",-40.5921728919214,"Predicted",40.5921728919214
"2251",6,2,"4MBTST-1117",-40.1476908280848,"Actual",0
"2252",6,2,"4MBTST-1117",-40.1476908280848,"Predicted",40.1476908280848
"2253",7,2,"4MBTST-1117",-40.1476908280848,"Actual",0
"2254",7,2,"4MBTST-1117",-40.1476908280848,"Predicted",40.1476908280848
"2255",8,2,"4MBTST-1117",-40.1476908280848,"Actual",0
"2256",8,2,"4MBTST-1117",-40.1476908280848,"Predicted",40.1476908280848
"2257",9,2,"4MBTST-1117",-40.1476908280848,"Actual",0
"2258",9,2,"4MBTST-1117",-40.1476908280848,"Predicted",40.1476908280848
"2259",10,3,"4MBTST-1117",-39.7080758184362,"Actual",0
"2260",10,3,"4MBTST-1117",-39.7080758184362,"Predicted",39.7080758184362
"2261",11,3,"4MBTST-1117",-39.7080758184362,"Actual",0
"2262",11,3,"4MBTST-1117",-39.7080758184362,"Predicted",39.7080758184362
"2263",12,3,"4MBTST-1117",-39.7080758184362,"Actual",0
"2264",12,3,"4MBTST-1117",-39.7080758184362,"Predicted",39.7080758184362
"2265",13,3,"4MBTST-1117",-39.7080758184362,"Actual",0
"2266",13,3,"4MBTST-1117",-39.7080758184362,"Predicted",39.7080758184362
"2267",14,4,"4MBTST-1117",-39.2732745689995,"Actual",0
"2268",14,4,"4MBTST-1117",-39.2732745689995,"Predicted",39.2732745689995
"2269",15,4,"4MBTST-1117",-39.2732745689995,"Actual",0
"2270",15,4,"4MBTST-1117",-39.2732745689995,"Predicted",39.2732745689995
"2271",16,4,"4MBTST-1117",-39.2732745689995,"Actual",0
"2272",16,4,"4MBTST-1117",-39.2732745689995,"Predicted",39.2732745689995
"2273",17,4,"4MBTST-1117",-39.2732745689995,"Actual",0
"2274",17,4,"4MBTST-1117",-39.2732745689995,"Predicted",39.2732745689995
"2275",18,5,"4MBTST-1117",-38.8432343693648,"Actual",0
"2276",18,5,"4MBTST-1117",-38.8432343693648,"Predicted",38.8432343693648
"2277",19,5,"4MBTST-1117",-38.8432343693648,"Actual",0
"2278",19,5,"4MBTST-1117",-38.8432343693648,"Predicted",38.8432343693648
"2279",20,5,"4MBTST-1117",-38.8432343693648,"Actual",0
"2280",20,5,"4MBTST-1117",-38.8432343693648,"Predicted",38.8432343693648
"2281",21,5,"4MBTST-1117",-38.8432343693648,"Actual",0
"2282",21,5,"4MBTST-1117",-38.8432343693648,"Predicted",38.8432343693648
"2283",22,5,"4MBTST-1117",-38.8432343693648,"Actual",0
"2284",22,5,"4MBTST-1117",-38.8432343693648,"Predicted",38.8432343693648
"2285",23,6,"4MBTST-1117",-38.4179030862981,"Actual",0
"2286",23,6,"4MBTST-1117",-38.4179030862981,"Predicted",38.4179030862981
"2287",24,6,"4MBTST-1117",-38.4179030862981,"Actual",0
"2288",24,6,"4MBTST-1117",-38.4179030862981,"Predicted",38.4179030862981
"2289",25,6,"4MBTST-1117",-38.4179030862981,"Actual",0
"2290",25,6,"4MBTST-1117",-38.4179030862981,"Predicted",38.4179030862981
"2291",26,6,"4MBTST-1117",-38.4179030862981,"Actual",0
"2292",26,6,"4MBTST-1117",-38.4179030862981,"Predicted",38.4179030862981
"2293",27,7,"4MBTST-1117",-37.9972291574218,"Actual",0
"2294",27,7,"4MBTST-1117",-37.9972291574218,"Predicted",37.9972291574218
"2295",28,7,"4MBTST-1117",-37.9972291574218,"Actual",0
"2296",28,7,"4MBTST-1117",-37.9972291574218,"Predicted",37.9972291574218
"2297",29,7,"4MBTST-1117",-37.9972291574218,"Actual",0
"2298",29,7,"4MBTST-1117",-37.9972291574218,"Predicted",37.9972291574218
"2299",30,7,"4MBTST-1117",-37.9972291574218,"Actual",0
"2300",30,7,"4MBTST-1117",-37.9972291574218,"Predicted",37.9972291574218
"2301",31,7,"4MBTST-1117",-37.9972291574218,"Actual",0
"2302",31,7,"4MBTST-1117",-37.9972291574218,"Predicted",37.9972291574218
"2303",32,8,"4MBTST-1117",-37.5811615849631,"Actual",0
"2304",32,8,"4MBTST-1117",-37.5811615849631,"Predicted",37.5811615849631
"2305",33,8,"4MBTST-1117",-37.5811615849631,"Actual",0
"2306",33,8,"4MBTST-1117",-37.5811615849631,"Predicted",37.5811615849631
"2307",34,8,"4MBTST-1117",-37.5811615849631,"Actual",0
"2308",34,8,"4MBTST-1117",-37.5811615849631,"Predicted",37.5811615849631
"2309",35,8,"4MBTST-1117",-37.5811615849631,"Actual",0
"2310",35,8,"4MBTST-1117",-37.5811615849631,"Predicted",37.5811615849631
"2311",36,9,"4MBTST-1117",-37.1696499295724,"Actual",0
"2312",36,9,"4MBTST-1117",-37.1696499295724,"Predicted",37.1696499295724
"2313",37,9,"4MBTST-1117",-37.1696499295724,"Actual",0
"2314",37,9,"4MBTST-1117",-37.1696499295724,"Predicted",37.1696499295724
"2315",38,9,"4MBTST-1117",-37.1696499295724,"Actual",0
"2316",38,9,"4MBTST-1117",-37.1696499295724,"Predicted",37.1696499295724
