"","item_no","week","sold","year_total","best_seller","year","calendar_week","calendar_year","date","wk_ending_year","month","lag1","lag2","rolling_4wk_avg"
"333","0822203",8,0,1300,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"334","0822203",9,0,1300,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"335","0822203",10,0,1300,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"336","0822203",11,0,1300,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"337","0822203",12,0,1300,0,2022,12,2022,2022-03-20,2022,3,0,0,0
"338","0822203",13,0,1300,0,2022,13,2022,2022-03-27,2022,3,0,0,0
"339","0822203",14,0,1300,0,2022,14,2022,2022-04-03,2022,4,0,0,0
"340","0822203",15,0,1300,0,2022,15,2022,2022-04-10,2022,4,0,0,0
"341","0822203",16,0,1300,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"342","0822203",17,0,1300,0,2022,17,2022,2022-04-24,2022,4,0,0,0
"343","0822203",18,0,1300,0,2022,18,2022,2022-05-01,2022,5,0,0,0
"344","0822203",19,0,1300,0,2022,19,2022,2022-05-08,2022,5,0,0,0
"345","0822203",20,0,1300,0,2022,20,2022,2022-05-15,2022,5,0,0,0
"346","0822203",21,0,1300,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"347","0822203",22,0,1300,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"348","0822203",23,0,1300,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"349","0822203",24,0,1300,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"350","0822203",25,400,1300,0,2022,25,2022,2022-06-19,2022,6,0,0,100
"351","0822203",26,0,1300,0,2022,26,2022,2022-06-26,2022,6,400,0,100
"352","0822203",27,0,1300,0,2022,27,2022,2022-07-03,2022,7,0,400,100
"353","0822203",28,0,1300,0,2022,28,2022,2022-07-10,2022,7,0,0,100
"354","0822203",29,0,1300,0,2022,29,2022,2022-07-17,2022,7,0,0,0
"355","0822203",30,0,1300,0,2022,30,2022,2022-07-24,2022,7,0,0,0
"356","0822203",31,0,1300,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"357","0822203",32,0,1300,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"358","0822203",33,0,1300,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"359","0822203",34,0,1300,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"360","0822203",35,300,1300,0,2022,35,2022,2022-08-28,2022,8,0,0,75
"361","0822203",36,0,1300,0,2022,36,2022,2022-09-04,2022,9,300,0,75
"362","0822203",37,0,1300,0,2022,37,2022,2022-09-11,2022,9,0,300,75
"363","0822203",38,0,1300,0,2022,38,2022,2022-09-18,2022,9,0,0,75
"364","0822203",39,100,1300,0,2022,39,2022,2022-09-25,2022,9,0,0,25
"365","0822203",40,300,1300,0,2022,40,2022,2022-10-02,2022,10,100,0,100
"366","0822203",41,0,1300,0,2022,41,2022,2022-10-09,2022,10,300,100,100
"367","0822203",42,0,1300,0,2022,42,2022,2022-10-16,2022,10,0,300,100
"368","0822203",43,0,1300,0,2022,43,2022,2022-10-23,2022,10,0,0,75
"369","0822203",44,0,1300,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"370","0822203",45,0,1300,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"371","0822203",46,0,1300,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"372","0822203",47,0,1300,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"373","0822203",48,0,1300,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"374","0822203",49,100,1300,0,2022,49,2022,2022-12-04,2022,12,0,0,25
"375","0822203",50,0,1300,0,2022,50,2022,2022-12-11,2022,12,100,0,25
"376","0822203",51,0,1300,0,2022,51,2022,2022-12-18,2022,12,0,100,25
"377","0822203",52,0,1300,0,2022,52,2022,2022-12-25,2022,12,0,0,25
"378","0822203",1,0,1300,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"379","10055.011010",0,123,2551,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"380","10055.011010",1,120,2551,0,2022,1,2022,2022-01-02,2022,1,123,0,NA
"381","10055.011010",2,36,2551,0,2022,2,2022,2022-01-09,2022,1,120,123,NA
"382","10055.011010",3,48,2551,0,2022,3,2022,2022-01-16,2022,1,36,120,81.75
"383","10055.011010",4,36,2551,0,2022,4,2022,2022-01-23,2022,1,48,36,60
"384","10055.011010",5,600,2551,0,2022,5,2022,2022-01-30,2022,1,36,48,180
"385","10055.011010",6,84,2551,0,2022,6,2022,2022-02-06,2022,2,600,36,192
"386","10055.011010",7,0,2551,0,2022,7,2022,2022-02-13,2022,2,84,600,180
"387","10055.011010",8,84,2551,0,2022,8,2022,2022-02-20,2022,2,0,84,192
"388","10055.011010",9,45,2551,0,2022,9,2022,2022-02-27,2022,2,84,0,53.25
"389","10055.011010",10,99,2551,0,2022,10,2022,2022-03-06,2022,3,45,84,57
"390","10055.011010",11,96,2551,0,2022,11,2022,2022-03-13,2022,3,99,45,81
"391","10055.011010",12,0,2551,0,2022,12,2022,2022-03-20,2022,3,96,99,60
"392","10055.011010",13,36,2551,0,2022,13,2022,2022-03-27,2022,3,0,96,57.75
"393","10055.011010",14,48,2551,0,2022,14,2022,2022-04-03,2022,4,36,0,45
"394","10055.011010",15,24,2551,0,2022,15,2022,2022-04-10,2022,4,48,36,27
"395","10055.011010",16,4,2551,0,2022,16,2022,2022-04-17,2022,4,24,48,28
"396","10055.011010",17,96,2551,0,2022,17,2022,2022-04-24,2022,4,4,24,43
"397","10055.011010",18,108,2551,0,2022,18,2022,2022-05-01,2022,5,96,4,58
"398","10055.011010",19,24,2551,0,2022,19,2022,2022-05-08,2022,5,108,96,58
"399","10055.011010",20,60,2551,0,2022,20,2022,2022-05-15,2022,5,24,108,72
"400","10055.011010",21,36,2551,0,2022,21,2022,2022-05-22,2022,5,60,24,57
"401","10055.011010",22,24,2551,0,2022,22,2022,2022-05-29,2022,5,36,60,36
"402","10055.011010",23,0,2551,0,2022,23,2022,2022-06-05,2022,6,24,36,30
"403","10055.011010",24,0,2551,0,2022,24,2022,2022-06-12,2022,6,0,24,15
"404","10055.011010",25,60,2551,0,2022,25,2022,2022-06-19,2022,6,0,0,21
"405","10055.011010",26,0,2551,0,2022,26,2022,2022-06-26,2022,6,60,0,15
"406","10055.011010",27,0,2551,0,2022,27,2022,2022-07-03,2022,7,0,60,15
"407","10055.011010",28,48,2551,0,2022,28,2022,2022-07-10,2022,7,0,0,27
"408","10055.011010",29,12,2551,0,2022,29,2022,2022-07-17,2022,7,48,0,15
"409","10055.011010",30,0,2551,0,2022,30,2022,2022-07-24,2022,7,12,48,15
"410","10055.011010",31,60,2551,0,2022,31,2022,2022-07-31,2022,7,0,12,30
"411","10055.011010",32,120,2551,0,2022,32,2022,2022-08-07,2022,8,60,0,48
"412","10055.011010",33,0,2551,0,2022,33,2022,2022-08-14,2022,8,120,60,45
"413","10055.011010",34,48,2551,0,2022,34,2022,2022-08-21,2022,8,0,120,57
"414","10055.011010",35,60,2551,0,2022,35,2022,2022-08-28,2022,8,48,0,57
"415","10055.011010",36,72,2551,0,2022,36,2022,2022-09-04,2022,9,60,48,45
"416","10055.011010",37,0,2551,0,2022,37,2022,2022-09-11,2022,9,72,60,45
"417","10055.011010",38,36,2551,0,2022,38,2022,2022-09-18,2022,9,0,72,42
"418","10055.011010",39,12,2551,0,2022,39,2022,2022-09-25,2022,9,36,0,30
"419","10055.011010",40,48,2551,0,2022,40,2022,2022-10-02,2022,10,12,36,24
"420","10055.011010",41,60,2551,0,2022,41,2022,2022-10-09,2022,10,48,12,39
"421","10055.011010",42,0,2551,0,2022,42,2022,2022-10-16,2022,10,60,48,30
"422","10055.011010",43,0,2551,0,2022,43,2022,2022-10-23,2022,10,0,60,27
"423","10055.011010",44,0,2551,0,2022,44,2022,2022-10-30,2022,10,0,0,15
"424","10055.011010",45,48,2551,0,2022,45,2022,2022-11-06,2022,11,0,0,12
"425","10055.011010",46,0,2551,0,2022,46,2022,2022-11-13,2022,11,48,0,12
"426","10055.011010",47,0,2551,0,2022,47,2022,2022-11-20,2022,11,0,48,12
"427","10055.011010",48,0,2551,0,2022,48,2022,2022-11-27,2022,11,0,0,12
"428","10055.011010",49,36,2551,0,2022,49,2022,2022-12-04,2022,12,0,0,9
"429","10055.011010",50,0,2551,0,2022,50,2022,2022-12-11,2022,12,36,0,9
"430","10055.011010",51,0,2551,0,2022,51,2022,2022-12-18,2022,12,0,36,9
"431","10055.011010",52,0,2551,0,2022,52,2022,2022-12-25,2022,12,0,0,9
"432","10055.011010",1,0,2551,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"433","10055.011020",0,60,1524,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"434","10055.011020",1,0,1524,0,2022,1,2022,2022-01-02,2022,1,60,0,NA
"435","10055.011020",2,24,1524,0,2022,2,2022,2022-01-09,2022,1,0,60,NA
"436","10055.011020",3,0,1524,0,2022,3,2022,2022-01-16,2022,1,24,0,21
"437","10055.011020",4,0,1524,0,2022,4,2022,2022-01-23,2022,1,0,24,6
"438","10055.011020",5,60,1524,0,2022,5,2022,2022-01-30,2022,1,0,0,21
"439","10055.011020",6,60,1524,0,2022,6,2022,2022-02-06,2022,2,60,0,30
"440","10055.011020",7,0,1524,0,2022,7,2022,2022-02-13,2022,2,60,60,30
"441","10055.011020",8,0,1524,0,2022,8,2022,2022-02-20,2022,2,0,60,30
"442","10055.011020",9,0,1524,0,2022,9,2022,2022-02-27,2022,2,0,0,15
"443","10055.011020",10,72,1524,0,2022,10,2022,2022-03-06,2022,3,0,0,18
"444","10055.011020",11,0,1524,0,2022,11,2022,2022-03-13,2022,3,72,0,18
"445","10055.011020",12,0,1524,0,2022,12,2022,2022-03-20,2022,3,0,72,18
"446","10055.011020",13,72,1524,0,2022,13,2022,2022-03-27,2022,3,0,0,36
"447","10055.011020",14,48,1524,0,2022,14,2022,2022-04-03,2022,4,72,0,30
"448","10055.011020",15,0,1524,0,2022,15,2022,2022-04-10,2022,4,48,72,30
"449","10055.011020",16,264,1524,0,2022,16,2022,2022-04-17,2022,4,0,48,96
"450","10055.011020",17,24,1524,0,2022,17,2022,2022-04-24,2022,4,264,0,84
"451","10055.011020",18,0,1524,0,2022,18,2022,2022-05-01,2022,5,24,264,72
"452","10055.011020",19,0,1524,0,2022,19,2022,2022-05-08,2022,5,0,24,72
"453","10055.011020",20,84,1524,0,2022,20,2022,2022-05-15,2022,5,0,0,27
"454","10055.011020",21,0,1524,0,2022,21,2022,2022-05-22,2022,5,84,0,21
"455","10055.011020",22,0,1524,0,2022,22,2022,2022-05-29,2022,5,0,84,21
"456","10055.011020",23,0,1524,0,2022,23,2022,2022-06-05,2022,6,0,0,21
"457","10055.011020",24,0,1524,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"458","10055.011020",25,24,1524,0,2022,25,2022,2022-06-19,2022,6,0,0,6
"459","10055.011020",26,48,1524,0,2022,26,2022,2022-06-26,2022,6,24,0,18
"460","10055.011020",27,0,1524,0,2022,27,2022,2022-07-03,2022,7,48,24,18
"461","10055.011020",28,0,1524,0,2022,28,2022,2022-07-10,2022,7,0,48,18
"462","10055.011020",29,96,1524,0,2022,29,2022,2022-07-17,2022,7,0,0,36
"463","10055.011020",30,0,1524,0,2022,30,2022,2022-07-24,2022,7,96,0,24
"464","10055.011020",31,0,1524,0,2022,31,2022,2022-07-31,2022,7,0,96,24
"465","10055.011020",32,0,1524,0,2022,32,2022,2022-08-07,2022,8,0,0,24
"466","10055.011020",33,0,1524,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"467","10055.011020",34,180,1524,0,2022,34,2022,2022-08-21,2022,8,0,0,45
"468","10055.011020",35,0,1524,0,2022,35,2022,2022-08-28,2022,8,180,0,45
"469","10055.011020",36,48,1524,0,2022,36,2022,2022-09-04,2022,9,0,180,57
"470","10055.011020",37,0,1524,0,2022,37,2022,2022-09-11,2022,9,48,0,57
"471","10055.011020",38,0,1524,0,2022,38,2022,2022-09-18,2022,9,0,48,12
"472","10055.011020",39,0,1524,0,2022,39,2022,2022-09-25,2022,9,0,0,12
"473","10055.011020",40,0,1524,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"474","10055.011020",41,0,1524,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"475","10055.011020",42,0,1524,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"476","10055.011020",43,0,1524,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"477","10055.011020",44,0,1524,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"478","10055.011020",45,0,1524,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"479","10055.011020",46,0,1524,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"480","10055.011020",47,0,1524,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"481","10055.011020",48,0,1524,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"482","10055.011020",49,0,1524,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"483","10055.011020",50,0,1524,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"484","10055.011020",51,360,1524,0,2022,51,2022,2022-12-18,2022,12,0,0,90
"485","10055.011020",52,0,1524,0,2022,52,2022,2022-12-25,2022,12,360,0,90
"486","10055.011020",1,0,1524,0,2022,1,2023,2023-01-01,2023,1,0,360,90
"487","10055.011212",0,60,1053,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"488","10055.011212",1,0,1053,0,2022,1,2022,2022-01-02,2022,1,60,0,NA
"489","10055.011212",2,0,1053,0,2022,2,2022,2022-01-09,2022,1,0,60,NA
"490","10055.011212",3,12,1053,0,2022,3,2022,2022-01-16,2022,1,0,0,18
"491","10055.011212",4,0,1053,0,2022,4,2022,2022-01-23,2022,1,12,0,3
"492","10055.011212",5,0,1053,0,2022,5,2022,2022-01-30,2022,1,0,12,3
"493","10055.011212",6,0,1053,0,2022,6,2022,2022-02-06,2022,2,0,0,3
"494","10055.011212",7,0,1053,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"495","10055.011212",8,12,1053,0,2022,8,2022,2022-02-20,2022,2,0,0,3
"496","10055.011212",9,56,1053,0,2022,9,2022,2022-02-27,2022,2,12,0,17
"497","10055.011212",10,0,1053,0,2022,10,2022,2022-03-06,2022,3,56,12,17
"498","10055.011212",11,0,1053,0,2022,11,2022,2022-03-13,2022,3,0,56,17
"499","10055.011212",12,40,1053,0,2022,12,2022,2022-03-20,2022,3,0,0,24
"500","10055.011212",13,0,1053,0,2022,13,2022,2022-03-27,2022,3,40,0,10
"501","10055.011212",14,0,1053,0,2022,14,2022,2022-04-03,2022,4,0,40,10
"502","10055.011212",15,0,1053,0,2022,15,2022,2022-04-10,2022,4,0,0,10
"503","10055.011212",16,0,1053,0,2022,16,2022,2022-04-17,2022,4,0,0,0
"504","10055.011212",17,60,1053,0,2022,17,2022,2022-04-24,2022,4,0,0,15
"505","10055.011212",18,0,1053,0,2022,18,2022,2022-05-01,2022,5,60,0,15
"506","10055.011212",19,24,1053,0,2022,19,2022,2022-05-08,2022,5,0,60,21
"507","10055.011212",20,0,1053,0,2022,20,2022,2022-05-15,2022,5,24,0,21
"508","10055.011212",21,0,1053,0,2022,21,2022,2022-05-22,2022,5,0,24,6
"509","10055.011212",22,132,1053,0,2022,22,2022,2022-05-29,2022,5,0,0,39
"510","10055.011212",23,84,1053,0,2022,23,2022,2022-06-05,2022,6,132,0,54
"511","10055.011212",24,12,1053,0,2022,24,2022,2022-06-12,2022,6,84,132,57
"512","10055.011212",25,84,1053,0,2022,25,2022,2022-06-19,2022,6,12,84,78
"513","10055.011212",26,0,1053,0,2022,26,2022,2022-06-26,2022,6,84,12,45
"514","10055.011212",27,0,1053,0,2022,27,2022,2022-07-03,2022,7,0,84,24
"515","10055.011212",28,27,1053,0,2022,28,2022,2022-07-10,2022,7,0,0,27.75
"516","10055.011212",29,12,1053,0,2022,29,2022,2022-07-17,2022,7,27,0,9.75
"517","10055.011212",30,0,1053,0,2022,30,2022,2022-07-24,2022,7,12,27,9.75
"518","10055.011212",31,0,1053,0,2022,31,2022,2022-07-31,2022,7,0,12,9.75
"519","10055.011212",32,0,1053,0,2022,32,2022,2022-08-07,2022,8,0,0,3
"520","10055.011212",33,0,1053,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"521","10055.011212",34,0,1053,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"522","10055.011212",35,0,1053,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"523","10055.011212",36,0,1053,0,2022,36,2022,2022-09-04,2022,9,0,0,0
"524","10055.011212",37,0,1053,0,2022,37,2022,2022-09-11,2022,9,0,0,0
"525","10055.011212",38,0,1053,0,2022,38,2022,2022-09-18,2022,9,0,0,0
"526","10055.011212",39,0,1053,0,2022,39,2022,2022-09-25,2022,9,0,0,0
"527","10055.011212",40,0,1053,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"528","10055.011212",41,0,1053,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"529","10055.011212",42,0,1053,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"530","10055.011212",43,0,1053,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"531","10055.011212",44,0,1053,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"532","10055.011212",45,30,1053,0,2022,45,2022,2022-11-06,2022,11,0,0,7.5
"533","10055.011212",46,0,1053,0,2022,46,2022,2022-11-13,2022,11,30,0,7.5
"534","10055.011212",47,0,1053,0,2022,47,2022,2022-11-20,2022,11,0,30,7.5
"535","10055.011212",48,0,1053,0,2022,48,2022,2022-11-27,2022,11,0,0,7.5
"536","10055.011212",49,0,1053,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"537","10055.011212",50,0,1053,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"538","10055.011212",51,408,1053,0,2022,51,2022,2022-12-18,2022,12,0,0,102
"539","10055.011212",52,0,1053,0,2022,52,2022,2022-12-25,2022,12,408,0,102
"540","10055.011212",1,0,1053,0,2022,1,2023,2023-01-01,2023,1,0,408,102
"541","10055.011220",0,24,748,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"542","10055.011220",1,1,748,0,2022,1,2022,2022-01-02,2022,1,24,0,NA
"543","10055.011220",2,0,748,0,2022,2,2022,2022-01-09,2022,1,1,24,NA
"544","10055.011220",3,0,748,0,2022,3,2022,2022-01-16,2022,1,0,1,6.25
"545","10055.011220",4,72,748,0,2022,4,2022,2022-01-23,2022,1,0,0,18.25
"546","10055.011220",5,12,748,0,2022,5,2022,2022-01-30,2022,1,72,0,21
"547","10055.011220",6,0,748,0,2022,6,2022,2022-02-06,2022,2,12,72,21
"548","10055.011220",7,0,748,0,2022,7,2022,2022-02-13,2022,2,0,12,21
"549","10055.011220",8,0,748,0,2022,8,2022,2022-02-20,2022,2,0,0,3
"550","10055.011220",9,1,748,0,2022,9,2022,2022-02-27,2022,2,0,0,0.25
"551","10055.011220",10,0,748,0,2022,10,2022,2022-03-06,2022,3,1,0,0.25
"552","10055.011220",11,0,748,0,2022,11,2022,2022-03-13,2022,3,0,1,0.25
"553","10055.011220",12,24,748,0,2022,12,2022,2022-03-20,2022,3,0,0,6.25
"554","10055.011220",13,12,748,0,2022,13,2022,2022-03-27,2022,3,24,0,9
"555","10055.011220",14,12,748,0,2022,14,2022,2022-04-03,2022,4,12,24,12
"556","10055.011220",15,0,748,0,2022,15,2022,2022-04-10,2022,4,12,12,12
"557","10055.011220",16,240,748,0,2022,16,2022,2022-04-17,2022,4,0,12,66
"558","10055.011220",17,31,748,0,2022,17,2022,2022-04-24,2022,4,240,0,70.75
"559","10055.011220",18,0,748,0,2022,18,2022,2022-05-01,2022,5,31,240,67.75
"560","10055.011220",19,0,748,0,2022,19,2022,2022-05-08,2022,5,0,31,67.75
"561","10055.011220",20,0,748,0,2022,20,2022,2022-05-15,2022,5,0,0,7.75
"562","10055.011220",21,0,748,0,2022,21,2022,2022-05-22,2022,5,0,0,0
"563","10055.011220",22,0,748,0,2022,22,2022,2022-05-29,2022,5,0,0,0
"564","10055.011220",23,0,748,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"565","10055.011220",24,0,748,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"566","10055.011220",25,24,748,0,2022,25,2022,2022-06-19,2022,6,0,0,6
"567","10055.011220",26,0,748,0,2022,26,2022,2022-06-26,2022,6,24,0,6
"568","10055.011220",27,7,748,0,2022,27,2022,2022-07-03,2022,7,0,24,7.75
"569","10055.011220",28,0,748,0,2022,28,2022,2022-07-10,2022,7,7,0,7.75
"570","10055.011220",29,0,748,0,2022,29,2022,2022-07-17,2022,7,0,7,1.75
"571","10055.011220",30,0,748,0,2022,30,2022,2022-07-24,2022,7,0,0,1.75
"572","10055.011220",31,0,748,0,2022,31,2022,2022-07-31,2022,7,0,0,0
"573","10055.011220",32,0,748,0,2022,32,2022,2022-08-07,2022,8,0,0,0
"574","10055.011220",33,0,748,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"575","10055.011220",34,0,748,0,2022,34,2022,2022-08-21,2022,8,0,0,0
"576","10055.011220",35,0,748,0,2022,35,2022,2022-08-28,2022,8,0,0,0
"577","10055.011220",36,36,748,0,2022,36,2022,2022-09-04,2022,9,0,0,9
"578","10055.011220",37,0,748,0,2022,37,2022,2022-09-11,2022,9,36,0,9
"579","10055.011220",38,0,748,0,2022,38,2022,2022-09-18,2022,9,0,36,9
"580","10055.011220",39,0,748,0,2022,39,2022,2022-09-25,2022,9,0,0,9
"581","10055.011220",40,0,748,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"582","10055.011220",41,0,748,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"583","10055.011220",42,0,748,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"584","10055.011220",43,0,748,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"585","10055.011220",44,0,748,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"586","10055.011220",45,0,748,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"587","10055.011220",46,0,748,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"588","10055.011220",47,0,748,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"589","10055.011220",48,0,748,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"590","10055.011220",49,0,748,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"591","10055.011220",50,12,748,0,2022,50,2022,2022-12-11,2022,12,0,0,3
"592","10055.011220",51,240,748,0,2022,51,2022,2022-12-18,2022,12,12,0,63
"593","10055.011220",52,0,748,0,2022,52,2022,2022-12-25,2022,12,240,12,63
"594","10055.011220",1,0,748,0,2022,1,2023,2023-01-01,2023,1,0,240,63
"595","10055.011224",0,0,697,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"596","10055.011224",1,0,697,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
"597","10055.011224",2,0,697,0,2022,2,2022,2022-01-09,2022,1,0,0,NA
"598","10055.011224",3,13,697,0,2022,3,2022,2022-01-16,2022,1,0,0,3.25
"599","10055.011224",4,0,697,0,2022,4,2022,2022-01-23,2022,1,13,0,3.25
"600","10055.011224",5,0,697,0,2022,5,2022,2022-01-30,2022,1,0,13,3.25
"601","10055.011224",6,0,697,0,2022,6,2022,2022-02-06,2022,2,0,0,3.25
"602","10055.011224",7,0,697,0,2022,7,2022,2022-02-13,2022,2,0,0,0
"603","10055.011224",8,0,697,0,2022,8,2022,2022-02-20,2022,2,0,0,0
"604","10055.011224",9,0,697,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"605","10055.011224",10,0,697,0,2022,10,2022,2022-03-06,2022,3,0,0,0
"606","10055.011224",11,0,697,0,2022,11,2022,2022-03-13,2022,3,0,0,0
"607","10055.011224",12,360,697,0,2022,12,2022,2022-03-20,2022,3,0,0,90
"608","10055.011224",13,24,697,0,2022,13,2022,2022-03-27,2022,3,360,0,96
"609","10055.011224",14,48,697,0,2022,14,2022,2022-04-03,2022,4,24,360,108
"610","10055.011224",15,0,697,0,2022,15,2022,2022-04-10,2022,4,48,24,108
"611","10055.011224",16,0,697,0,2022,16,2022,2022-04-17,2022,4,0,48,18
"612","10055.011224",17,11,697,0,2022,17,2022,2022-04-24,2022,4,0,0,14.75
"613","10055.011224",18,0,697,0,2022,18,2022,2022-05-01,2022,5,11,0,2.75
"614","10055.011224",19,7,697,0,2022,19,2022,2022-05-08,2022,5,0,11,4.5
"615","10055.011224",20,0,697,0,2022,20,2022,2022-05-15,2022,5,7,0,4.5
"616","10055.011224",21,0,697,0,2022,21,2022,2022-05-22,2022,5,0,7,1.75
"617","10055.011224",22,0,697,0,2022,22,2022,2022-05-29,2022,5,0,0,1.75
"618","10055.011224",23,0,697,0,2022,23,2022,2022-06-05,2022,6,0,0,0
"619","10055.011224",24,0,697,0,2022,24,2022,2022-06-12,2022,6,0,0,0
"620","10055.011224",25,0,697,0,2022,25,2022,2022-06-19,2022,6,0,0,0
"621","10055.011224",26,0,697,0,2022,26,2022,2022-06-26,2022,6,0,0,0
"622","10055.011224",27,5,697,0,2022,27,2022,2022-07-03,2022,7,0,0,1.25
"623","10055.011224",28,0,697,0,2022,28,2022,2022-07-10,2022,7,5,0,1.25
"624","10055.011224",29,13,697,0,2022,29,2022,2022-07-17,2022,7,0,5,4.5
"625","10055.011224",30,0,697,0,2022,30,2022,2022-07-24,2022,7,13,0,4.5
"626","10055.011224",31,0,697,0,2022,31,2022,2022-07-31,2022,7,0,13,3.25
"627","10055.011224",32,0,697,0,2022,32,2022,2022-08-07,2022,8,0,0,3.25
"628","10055.011224",33,0,697,0,2022,33,2022,2022-08-14,2022,8,0,0,0
"629","10055.011224",34,180,697,0,2022,34,2022,2022-08-21,2022,8,0,0,45
"630","10055.011224",35,0,697,0,2022,35,2022,2022-08-28,2022,8,180,0,45
"631","10055.011224",36,36,697,0,2022,36,2022,2022-09-04,2022,9,0,180,54
"632","10055.011224",37,0,697,0,2022,37,2022,2022-09-11,2022,9,36,0,54
"633","10055.011224",38,0,697,0,2022,38,2022,2022-09-18,2022,9,0,36,9
"634","10055.011224",39,0,697,0,2022,39,2022,2022-09-25,2022,9,0,0,9
"635","10055.011224",40,0,697,0,2022,40,2022,2022-10-02,2022,10,0,0,0
"636","10055.011224",41,0,697,0,2022,41,2022,2022-10-09,2022,10,0,0,0
"637","10055.011224",42,0,697,0,2022,42,2022,2022-10-16,2022,10,0,0,0
"638","10055.011224",43,0,697,0,2022,43,2022,2022-10-23,2022,10,0,0,0
"639","10055.011224",44,0,697,0,2022,44,2022,2022-10-30,2022,10,0,0,0
"640","10055.011224",45,0,697,0,2022,45,2022,2022-11-06,2022,11,0,0,0
"641","10055.011224",46,0,697,0,2022,46,2022,2022-11-13,2022,11,0,0,0
"642","10055.011224",47,0,697,0,2022,47,2022,2022-11-20,2022,11,0,0,0
"643","10055.011224",48,0,697,0,2022,48,2022,2022-11-27,2022,11,0,0,0
"644","10055.011224",49,0,697,0,2022,49,2022,2022-12-04,2022,12,0,0,0
"645","10055.011224",50,0,697,0,2022,50,2022,2022-12-11,2022,12,0,0,0
"646","10055.011224",51,0,697,0,2022,51,2022,2022-12-18,2022,12,0,0,0
"647","10055.011224",52,0,697,0,2022,52,2022,2022-12-25,2022,12,0,0,0
"648","10055.011224",1,0,697,0,2022,1,2023,2023-01-01,2023,1,0,0,0
"649","10055.011420",0,0,2372,0,2022,52,2021,2023-12-24,2023,12,0,0,NA
"650","10055.011420",1,72,2372,0,2022,1,2022,2022-01-02,2022,1,0,0,NA
