"",".pred","item_no","week","sold","year_total","best_seller","year","calendar_week","calendar_year","date","wk_ending_year","month","lag1","lag2","rolling_4wk_avg"
"179",30.7863069846605,"DW-20-03-10-1-D",9,0,690,0,2022,9,2022,2022-02-27,2022,2,0,0,30
"180",28.6229364867831,"DW-5-05-10-1-D",9,0,660,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"181",28.6229364867831,"DW-50-01-20-1-D",9,0,930,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"182",28.6229364867831,"F312-STD-10101",9,0,1236,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"183",28.6229364867831,"F312-STD-10201",9,0,865,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"184",28.6229364867831,"F312-STD-12121",9,0,528,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"185",28.6229364867831,"F312-STD-14201",9,0,838,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"186",28.6229364867831,"F312-STD-15201",9,0,532,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"187",28.6229364867831,"F312-STD-16201",9,0,2285,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"188",28.6229364867831,"F312-STD-16202",9,0,1464,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"189",28.6229364867831,"F312-STD-16251",9,0,1386,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"190",28.6229364867831,"F312-STD-16252",9,0,1494,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"191",28.6229364867831,"F312-STD-20201",9,0,2412,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"192",28.6229364867831,"F312-STD-20202",9,0,1860,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"193",28.6229364867831,"F312-STD-20242",9,0,528,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"194",28.6229364867831,"F312-STD-20251",9,0,972,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"195",28.6229364867831,"F312-STD-20252",9,0,908,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"196",28.6229364867831,"F312-STD-24242",9,0,536,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"197",28.6229364867831,"FGF16252NDCF",9,0,564,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"198",28.6229364867831,"FGF19.519.52E2BC",9,0,2052,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"199",28.6229364867831,"FGF19.524.52E2BC",9,0,2076,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"200",28.6229364867831,"FGF20202NDCF",9,0,1500,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"201",28.6229364867831,"FGF20252NDCF",9,0,1728,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"202",28.6229364867831,"FGF23.523.52E2BC",9,0,5328,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"203",28.6229364867831,"FGF24242NDCF",9,0,3768,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"204",28.6229364867831,"FGF612.5A1BC",9,0,1872,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"205",30.0405951649623,"GX05-9-7/8",9,0,2280,0,2022,9,2022,2022-02-27,2022,2,440,0,110
"206",28.6229364867831,"HDPTA16252",9,0,1284,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"207",28.6229364867831,"HP100BD-PM-181220121",9,0,600,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"208",28.6229364867831,"IG-205",9,0,630,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"209",28.6229364867831,"K15R30G",9,0,2100,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"210",28.9391405529423,"KE200K2S",9,0,600,0,2022,9,2022,2022-02-27,2022,2,100,0,25
"211",29.3974352531694,"M19R30A",9,0,570,0,2022,9,2022,2022-02-27,2022,2,0,90,22.5
"212",29.9019996538107,"MBC5-9.75NN",9,0,576,0,2022,9,2022,2022-02-27,2022,2,0,0,18
"213",28.8505303395021,"MC2000-501",9,0,776,0,2022,9,2022,2022-02-27,2022,2,1,12,5
"214",30.7507092051804,"MPA 20X25",9,100,976,0,2022,9,2022,2022-02-27,2022,2,100,0,50
"215",28.6229364867831,"MPA 24X24",9,0,2700,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"216",34.3417726448385,"MPA 24X48",9,0,4005,0,2022,9,2022,2022-02-27,2022,2,0,0,75
"217",28.6229364867831,"MPA 48X90",9,0,3501,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"218",28.6229364867831,"MTA-12501",9,0,516,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"219",28.6229364867831,"MTA-16241",9,0,552,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"220",28.6229364867831,"MTA-20201",9,0,1008,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"221",28.6229364867831,"MTA-714301212",9,0,512,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"222",28.6229364867831,"MUNIZ01-30",9,0,800,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"223",28.6229364867831,"MX40-10101",9,0,1237,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"224",32.1620439336303,"MX40-1612314",9,0,2874,0,2022,9,2022,2022-02-27,2022,2,0,0,48
"225",32.3057141329406,"MX40-16281",9,0,876,0,2022,9,2022,2022-02-27,2022,2,0,408,102
"226",28.707969508641,"MX40-19271",9,0,769,0,2022,9,2022,2022-02-27,2022,2,27,0,6.75
"227",28.6229364867831,"MX40-8161",9,0,1476,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"228",37.9242348789593,"MX40-STD-10101",9,0,3498,0,2022,9,2022,2022-02-27,2022,2,0,138,133.5
"229",31.3522344221485,"MX40-STD-10201",9,112,1921,0,2022,9,2022,2022-02-27,2022,2,48,60,55
"230",29.8347561359514,"MX40-STD-12121",9,0,944,0,2022,9,2022,2022-02-27,2022,2,48,122,42.5
"231",28.6229364867831,"MX40-STD-12122",9,0,617,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"232",29.951212033413,"MX40-STD-12161",9,0,1120,0,2022,9,2022,2022-02-27,2022,2,72,28,37
"233",30.6501182787911,"MX40-STD-12241",9,14,4637,0,2022,9,2022,2022-02-27,2022,2,24,144,51.5
"234",32.6632868739638,"MX40-STD-12242",9,16,5379,0,2022,9,2022,2022-02-27,2022,2,0,134,71.5
"235",29.2251426937212,"MX40-STD-12244",9,23,870,0,2022,9,2022,2022-02-27,2022,2,30,12,16.25
"236",31.4666578745643,"MX40-STD-14141",9,156,1056,0,2022,9,2022,2022-02-27,2022,2,0,0,39
"237",28.6229364867831,"MX40-STD-14201",9,0,760,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"238",28.6229364867831,"MX40-STD-15202",9,0,545,0,2022,9,2022,2022-02-27,2022,2,0,0,0
"239",29.5597506558592,"MX40-STD-16161",9,0,516,0,2022,9,2022,2022-02-27,2022,2,0,84,24
"240",28.9847006920632,"MX40-STD-16162",9,12,1161,0,2022,9,2022,2022-02-27,2022,2,48,0,15
"241",151.469068046481,"MX40-STD-16201",9,168,5925,1,2022,9,2022,2022-02-27,2022,2,156,120,135
